model_name,trading_date,selected_symbols,selected_count,daily_return,benchmark_return,avg_buy_probability,daily_cost_rate,daily_return_net,cumulative_return,cumulative_return_net,benchmark_cumulative_return,created_at
model3,2025-10-03,"CSM,ANV,VDS,FCN,IJC",5,0.04344333080753739,0.03178944843946939,0.3677350878715515,0.004,0.0394433308075374,-0.019114659724681182,-0.17785876238613985,0.07088736204239177,2026-06-11 18:34:50
model3,2025-10-06,"TCI,HDG,VDS,PTM,VCI",5,0.0057298093613894485,0.0023782066478369376,0.385612815618515,0.004,0.0017298093613894484,-0.01349437371952189,-0.17643661477693096,0.07343415348588533,2026-06-11 18:34:50
model3,2025-10-07,"TCI,IJC",2,-0.01184684246375406,-0.0013933307150052624,0.38565927743911743,0.004,-0.01584684246375406,-0.025181350463673757,-0.1894874940014769,0.07193850470929775,2026-06-11 18:34:50
model3,2025-10-08,"ANV,TCI,IJC",3,-0.011844858718690898,-0.004318032397905963,0.3907921612262726,0.004,-0.0158448587186909,-0.03672793964377663,-0.20232995014875566,0.0673098395174001,2026-06-11 18:34:50
model3,2025-10-09,"IJC,TCI",2,0.005460412012906424,-0.005576340435275787,0.3778786063194275,0.004,0.0014604120129064237,-0.031468077313710374,-0.20116502322561725,0.06135815650233156,2026-06-11 18:34:50
model3,2025-10-10,"TCI,ANV",2,-0.053511676425062216,-0.02017462436806923,0.37501251697540283,0.004,-0.05751167642506222,-0.08329584416784253,-0.24710736192688765,0.0399456543749106,2026-06-11 18:34:50
model3,2025-10-13,"LDP,VRE,TCI",3,-0.05603235510519603,-0.06847640232182879,0.3753526210784912,0.004,-0.06003235510519603,-0.13466093695383885,-0.2923052801317806,-0.03126608264690334,2026-06-11 18:34:50
model3,2025-10-14,"GEE,VJC,ANV,TCI",4,0.06314181890112708,-0.041656699776123844,0.3844354450702667,0.004,0.059141818901127075,-0.08002185454690725,-0.25045092717205053,-0.07162034060502964,2026-06-11 18:34:50
model3,2025-10-15,"GEE,TCI,HDG,ANV",4,-0.026166150125371962,-0.026836871872226373,0.3812013268470764,0.004,-0.030166150125371962,-0.10409414081289414,-0.2730619370293118,-0.09653514657299367,2026-06-11 18:34:50
model3,2025-10-16,"GEE,NLG,TCI",3,-0.024178450582420036,-0.03295337972050497,0.3962271213531494,0.004,-0.028178450582420037,-0.1257557563557502,-0.29354592531321155,-0.1263073669521041,2026-06-11 18:34:50
model3,2025-10-17,TCI,1,-0.05116279069767449,-0.027855111854116054,0.3647221624851227,0.004,-0.05516279069767449,-0.17048453161196775,-0.33251590357267813,-0.15064417297177035,2026-06-11 18:34:50
model3,2025-10-20,"TCI,SHS,IJC,TPB,PC1",5,-0.021563680788618544,0.011803974523464019,0.3840694725513458,0.004,-0.025563680788618544,-0.18837193838150867,-0.3495792539452257,-0.14061839842817347,2026-06-11 18:34:50
model3,2025-10-21,"SAV,NVL,HDB,IJC",4,-0.020642005659930462,0.01048576784329369,0.39399659633636475,0.004,-0.024642005659930463,-0.20512556942319593,-0.36560692565084363,-0.13160712246529338,2026-06-11 18:34:50
model3,2025-10-22,HT1,1,-0.14427860696517425,0.011763275887786464,0.4159512221813202,0.004,-0.14827860696517425,-0.3198089449790533,-0.45967384698369074,-0.1213919774678639,2026-06-11 18:34:50
model3,2025-10-23,"TCI,NVL,IJC,SHS,NHA",5,-0.009624770064727705,0.0097193507457684,0.37433022260665894,0.004,-0.013624770064727705,-0.3263556274837145,-0.4670356665784968,-0.11285247792882802,2026-06-11 18:34:50
model3,2025-10-24,"SHS,TCI,NVL,HDG,IJC",5,-0.011328003335940728,0.013050061009434153,0.37680336833000183,0.004,-0.015328003335940728,-0.3339866731828167,-0.4752049456591191,-0.10127514864143083,2026-06-11 18:34:50
model3,2025-10-27,"TCI,VDS,SHS,NVL,HDG",5,-0.04439495790107064,0.002725159600951277,0.3816901743412018,0.004,-0.04839495790107064,-0.3635543067884176,-0.5006023802206361,-0.09882597998413756,2026-06-11 18:34:50
model3,2025-10-28,GEE,1,-0.027733912356888935,0.005625046236633914,0.35527747869491577,0.004,-0.03173391235688894,-0.381205435863867,-0.5164502205179533,-0.09375683445429517,2026-06-11 18:34:50
model3,2025-10-29,"HAG,CTP,HDG,IJC,VDS",5,-0.02672182261947802,-0.014637231865609267,0.3859139084815979,0.004,-0.03072182261947802,-0.39774075444461,-0.5313057510708885,-0.10702172579501135,2026-06-11 18:34:50
model3,2025-10-30,"HT1,NVL,SHS,VDS,HDG",5,-0.016650817094774138,-0.017709100561819006,0.3674716353416443,0.004,-0.02065081709477414,-0.40776886298598947,-0.5409846702788961,-0.122835567852427,2026-06-11 18:34:50
model3,2025-10-31,"VRE,VDS,NVL,DCL,VHM",5,-0.03219451986387913,-0.03611087095884559,0.3876151442527771,0.004,-0.03619451986387913,-0.4268354600905947,-0.5575985097483116,-0.15451073947139704,2026-06-11 18:34:50
model3,2025-11-03,"SHS,VRE,NVL,VDS,HDB",5,-0.01581439679635279,-0.024447020408930143,0.4055100977420807,0.004,-0.01981439679635279,-0.43589971155432106,-0.5663644284194564,-0.17518043267907102,2026-06-11 18:34:50
model3,2025-11-04,"VRE,SHS,VDS,VHM",4,-0.059402540345289606,-0.027985470466654155,0.3962053656578064,0.004,-0.06340254034528961,-0.46940870169750504,-0.5938580252417445,-0.19826339632064927,2026-06-11 18:34:50
model3,2025-11-05,"VRE,SHS,VHM,NVL,VDS",5,-0.019756696460690382,-0.005986978116299539,0.388683021068573,0.004,-0.023756696460690382,-0.47989143292275105,-0.6035066168560217,-0.20306337582191392,2026-06-11 18:34:50
model3,2025-11-06,"VRE,VHM,SHS,HT1,VDS",5,-0.012612943680141608,-0.001644917551730881,0.3937368094921112,0.004,-0.016612943680141608,-0.4864515329868556,-0.6100935390997415,-0.2043742708626416,2026-06-11 18:34:50
model3,2025-11-07,"SHS,VHM,VRE,NVL,DCL",5,0.04651803691507288,0.020682837198830538,0.3995322287082672,0.004,0.042518036915072874,-0.4625622664406591,-0.593515481801759,-0.1879184734356928,2026-06-11 18:34:50
model3,2025-11-10,"VHM,VRE,HDG,VDS,CTI",5,0.07494678196152638,0.04677739627975929,0.39152830839157104,0.004,0.07094678196152637,-0.4222830378056903,-0.5646767133184122,-0.14993141405612231,2026-06-11 18:34:50
model3,2025-11-11,"VHM,VDS,GEE,HDG,SHS",5,0.06251813580175414,0.04256267731738501,0.37684401869773865,0.004,0.058518135801754134,-0.38616525030824955,-0.539202406110713,-0.1137502191349472,2026-06-11 18:34:50
model3,2025-11-12,"NVL,SHS,VDS,VRE,GEE",5,0.033655549875641275,0.011761818042295254,0.38472986221313477,0.004,0.029655549875641275,-0.36550630427459707,-0.5255372000825538,-0.1033263104723885,2026-06-11 18:34:50
model3,2025-11-13,"NVL,AFX,GEE,DGC,VDS",5,0.0167147173879038,0.004815699808214229,0.38282790780067444,0.004,0.0127147173879038,-0.3549009214661403,-0.51950453967053,-0.09900819915769954,2026-06-11 18:34:50
model3,2025-11-14,"NVL,HAG,VRE,VHM,SHS",5,0.021757698366103927,0.0032363002048988523,0.41223782300949097,0.004,0.017757698366103927,-0.34086505029914904,-0.5109720462197169,-0.0960923192080213,2026-06-11 18:34:50
model3,2025-11-17,"NVL,HAG,DGW,VHM,VRE",5,0.03605924603414064,-0.011555027927281558,0.409745454788208,0.004,0.032059246034140634,-0.3170971409781851,-0.4952941787319025,-0.10653699770325697,2026-06-11 18:34:50
