model_name,trading_date,selected_symbols,selected_count,daily_return,benchmark_return,avg_buy_probability,daily_cost_rate,daily_return_net,cumulative_return,cumulative_return_net,benchmark_cumulative_return,created_at
model3,2025-09-10,"NHA,VOS,TDC,TCI,TPB",5,0.0099853166546779,0.013221323792520012,0.386165976524353,0.004,0.0059853166546779,0.03619047565390332,-0.0700260627551228,0.13941725534188198,2026-06-11 18:34:50
model3,2025-09-11,TDC,1,0.04065040650406493,0.004804719477528292,0.3677671253681183,0.004,0.036650406504064925,0.07831203970487488,-0.03594213991691231,0.14489183562165486,2026-06-11 18:34:50
model3,2025-09-12,"TDC,IJC,NHA,CSM,EVG",5,0.006147393809266499,-0.011193820233038634,0.4087488055229187,0.004,0.0021473938092664993,0.08494084846221406,-0.03387192803639527,0.13207612222743248,2026-06-11 18:34:50
model3,2025-09-15,"GEE,TDC,NHA,EVG,VHC",5,-0.036595034416799545,-0.03895565797228705,0.4039939045906067,0.004,-0.04059503441679954,0.045237400772547565,-0.07309193036879402,0.08797535201134754,2026-06-11 18:34:50
model3,2025-09-16,"NHA,NAG,PC1,TDC,HAG",5,-0.027096761646984914,-0.03133145553779902,0.3846723139286041,0.004,-0.031096761646984914,0.01691485205929988,-0.10191576967878258,0.05388750064358283,2026-06-11 18:34:50
model3,2025-09-17,"PC1,TDC,CRE,EVG,NHA",5,0.026048408775497345,-0.004694730183005233,0.3977941572666168,0.004,0.022048408775497345,0.04340386581561484,-0.08211444145383251,0.04893978318481951,2026-06-11 18:34:50
model3,2025-09-18,"TDC,EVG,PC1,NHA,FCN",5,0.03641345131268259,0.0006414256999163816,0.4061357080936432,0.004,0.032413451312682584,0.08139780168295663,-0.05236260259128189,0.049612600119418815,2026-06-11 18:34:50
model3,2025-09-19,"TDC,EVG,NAG,VDS,SHS",5,-0.004809056349022201,-0.005845724760247643,0.39573901891708374,0.004,-0.008809056349022201,0.07619729871895453,-0.06071039382349597,0.043476853754232714,2026-06-11 18:34:50
model3,2025-09-22,"TCI,IJC,NAG,CSM,EVG",5,-0.013445505609360864,0.004703481746538833,0.38771575689315796,0.004,-0.017445505609360864,0.06172728190224985,-0.07709677591686248,0.04838482808880151,2026-06-11 18:34:50
model3,2025-09-23,"VDS,MSB,TCI,DTL,CSM",5,0.00022594588443682894,0.003539105141373948,0.38006776571273804,0.004,-0.0037740541155631712,0.0619671748119901,-0.08057986262798,0.05209517222402904,2026-06-11 18:34:50
model3,2025-09-24,CSM,1,-0.07692307692307687,-0.008962612643952546,0.35045215487480164,0.004,-0.08092307692307688,-0.019722607865855224,-0.15498216912916185,0.04266565073081252,2026-06-11 18:34:50
model3,2025-09-25,"TCI,CSM,IJC",3,0.006320507615021342,-0.020900196230464425,0.3722135126590729,0.004,0.0023205076150213423,-0.01352675714403817,-0.15302129881779714,0.020873734027773594,2026-06-11 18:34:50
model3,2025-09-26,"TCI,CRE,CSM,SHS,EVG",5,-0.031632495143152736,-0.025214009446648544,0.36705875396728516,0.004,-0.03563249514315274,-0.04473136720752946,-0.18320126327402575,-0.004866585945837998,2026-06-11 18:34:50
model3,2025-09-29,"GEE,CSM,CRE,TCI,VDS",5,0.032487448208441336,0.00742559045942262,0.3716716766357422,0.004,0.028487448208441336,-0.0136971269745354,-0.15993275156482423,0.002522867239415305,2026-06-11 18:34:50
model3,2025-09-30,"GEE,CSM",2,-0.04086609653628909,0.0015297764358785675,0.4021463692188263,0.004,-0.04486609653628909,-0.0540034753976133,-0.19762328983009148,0.004056503098147646,2026-06-11 18:34:50
model3,2025-10-01,"CTP,TCI,CSM,DTL,SHS",5,-0.01343897248822008,0.00805184672383501,0.40665069222450256,0.004,-0.01743897248822008,-0.06671669666569657,-0.21161591520393308,0.012141012163163767,2026-06-11 18:34:50
model3,2025-10-02,"TCI,CSM,HDG,IJC,VDS",5,0.007246762187883693,0.025443385678064485,0.3627627491950989,0.004,0.0032467621878836932,-0.05995341451251024,-0.2090562195678879,0.03789330629621768,2026-06-11 18:34:50
