trading_date,selected_symbols,selected_count,daily_return,benchmark_return,avg_buy_probability,daily_cost_rate,daily_return_net,cumulative_return,cumulative_return_net,benchmark_cumulative_return
2025-11-28,SHS,1,0.028571428571428692,0.013848621814965493,0.3814600706100464,0.004,0.024571428571428692,-0.24508037645042102,-0.4507229524920573,-0.21900585449654986
2025-12-01,"GEE,SHS,HAG",3,0.038253569110680154,0.011294568350807705,0.3970976769924164,0.004,0.03425356911068016,-0.2162020064579585,-0.43190825318433357,-0.2101848627385805
2025-12-02,"GEE,ITD,PC1",3,-0.02608960993891644,-0.0023572882637396767,0.36974939703941345,0.004,-0.03008960993891644,-0.23665099038037574,-0.44900191225553465,-0.2120466846921708
2025-12-03,CTP,1,-0.028037383177569986,-0.019231142218537067,0.3649172782897949,0.004,-0.03203738317756999,-0.2580532990612997,-0.46665444912271237,-0.22719992696042346
2025-12-04,"GEE,NVL,DCL",3,-0.06738452659343863,-0.03405612285577383,0.3651556968688965,0.004,-0.07138452659343864,-0.30804902626161756,-0.5047270687828043,-0.2535185011908103
2025-12-05,HID,1,-0.19043062200956928,-0.054729460687687005,0.41278937458992004,0.004,-0.1944306220095693,-0.4398176805907449,-0.6010232928638662,-0.2943730310339736
2025-12-08,DCL,1,-0.008663366336633671,-0.04898488453733518,0.3710334897041321,0.004,-0.012663366336633671,-0.44467074523909245,-0.606075681066115,-0.3289380866352042
2025-12-09,"BCP,DCL,AFX",3,0.007086132258546078,-0.017073832271551286,0.3803575932979584,0.004,0.003086132258546078,-0.4407356086928168,-0.6048599785180273,-0.34039568518782093
2025-12-10,,0,0.0,-0.021825221565063904,0.0,0.0,0.0,-0.4407356086928168,-0.6048599785180273,-0.3547916955038689
2025-12-11,,0,0.0,-0.01057018189474719,0.0,0.0,0.0,-0.4407356086928168,-0.6048599785180273,-0.36161166464239447
2025-12-12,"VRE,VNP,VOS",3,0.07022067582728349,0.025813995464719353,0.3801741302013397,0.004,0.06622067582728348,-0.40146368516909214,-0.5786935392490837,-0.3451323110487434
2025-12-15,"GEE,NVL",2,0.09493595649202058,0.03686325449127281,0.3899233937263489,0.004,0.09093595649202058,-0.3446410676254107,-0.5403816332644312,-0.32099175677282155
2025-12-16,GEE,1,0.1974345269909139,0.012684052199985401,0.38681861758232117,0.004,0.1934345269909139,-0.21525058680276332,-0.4514755718986001,-0.3123791807715076
2025-12-17,"GEE,ITD,DGC",3,0.014458369569849324,0.014970389774460156,0.39600086212158203,0.004,0.010458369569849324,-0.2039043897670353,-0.4457389007114254,-0.3020852290906234
2025-12-18,DGC,1,-0.09977703455964337,0.0030810882375908936,0.39796769618988037,0.004,-0.10377703455964338,-0.28333644898203014,-0.5032584739673618,-0.2999348920991336
2025-12-19,"DGC,VHM",2,-0.005407293804353119,-0.001112402285772905,0.4180775582790375,0.004,-0.00940729380435312,-0.28721165936125537,-0.5079314674475734,-0.30071364612535234
2025-12-22,"GEE,DGC,DCL",3,-0.004758787691910775,-0.005226405474827561,0.40296998620033264,0.004,-0.008758787691910776,-0.29060366774362445,-0.5122413912540702,-0.304368400153715
2025-12-23,"DGC,VHM,ITD",3,-0.02390033947301799,-0.0013454327214091767,0.40865185856819153,0.004,-0.02790033947301799,-0.30755848090546567,-0.5258500220189686,-0.3053043256701944
2025-12-24,"DGC,VHM",2,0.03180907040841896,-0.004006260703889117,0.39662325382232666,0.004,0.02780907040841896,-0.285532559870875,-0.5126643518971438,-0.30808745765142365
2025-12-25,"DGC,FCN",2,-0.0242840557275541,0.0011946283408759005,0.38021862506866455,0.004,-0.0282840557275541,-0.30288272700249363,-0.5264481805261086,-0.30726087931892654
2025-12-26,"DGC,FCN",2,0.010484622553588063,0.007199672546988863,0.43278706073760986,0.004,0.006484622553588063,-0.29557371551952805,-0.5233773757172555,-0.3022733844895338
2025-12-29,"DGC,GEE,NVL,DCL",4,0.00032172492779969364,0.014246584846251069,0.4138333201408386,0.004,-0.0036782750722003064,-0.29534708402401344,-0.5251305248350014,-0.2923331630621764
2025-12-30,DGC,1,-0.036809815950920366,0.008379452197786625,0.4988669157028198,0.004,-0.04080981595092037,-0.32128522817036886,-0.5445098607171952,-0.28640330263009695
2025-12-31,HDB,1,-0.06060606060606066,0.0058476316392817185,0.3647506833076477,0.004,-0.06460606060606067,-0.3624194567661041,-0.5739372842611631,-0.28223045200486974
2026-01-05,"VHM,DGW",2,0.014931041592065653,0.02176389615251216,0.3904168903827667,0.004,0.010931041592065652,-0.352899715156787,-0.5692799749945934,-0.26660899010086814
2026-01-06,"VRE,PC1,NVL,GEE",4,-0.05844741898586947,0.02761136378331448,0.3895980417728424,0.004,-0.062447418985869474,-0.39072105663089374,-0.5961773288617103,-0.24635906413113084
2026-01-07,"POW,PVT",2,0.04652080344332854,0.01944690578729487,0.38186854124069214,0.004,0.042520803443328536,-0.3623769106642607,-0.5790064644362791,-0.2317030798538403
2026-01-08,DGC,1,0.07165605095541405,0.02901048710893505,0.4154967963695526,0.004,0.06765605095541405,-0.31668735808447046,-0.5505237043422802,-0.20941441195610577
2026-01-09,"DGC,CTR,DCL,NVL,FCN",5,0.03992435284324354,0.0357232980724216,0.3835375905036926,0.004,0.03592435284324354,-0.2894065430663859,-0.5343765593023981,-0.181172087342653
2026-01-12,"VVS,DGC,VDS,SHS,VNP",5,0.03351572959070677,0.016782710571952908,0.39399462938308716,0.004,0.02951572959070677,-0.26559048491487347,-0.5206333437356732,-0.16742993547628837
2026-01-13,"SHS,DGC,PVT,DRI",4,-0.04436535024744562,0.011574408899134778,0.36709463596343994,0.004,-0.04836535024744562,-0.2981728202766818,-0.5438180799628443,-0.15779342911231198
2026-01-14,"CTR,BCM,OIL,DGC,NVL",5,0.02413212134469911,-0.0031341092490570687,0.39803656935691833,0.004,0.02013212134469911,-0.28123624161259075,-0.5346341701933983,-0.16043299651574772
