time,open,high,low,close,volume,symbol,target_date
2026-07-23 07:00:00,48.6,50.0,48.6,50.0,9900,ABT,2026-07-23
2026-07-23 07:00:00,22.4,22.75,21.65,22.5,27165000,ACB,2026-07-23
2026-07-23 07:00:00,5.6,5.6,5.6,5.6,51200,ACC,2026-07-23
2026-07-23 07:00:00,39.1,39.1,38.0,39.1,590400,ACV,2026-07-23
2026-07-23 07:00:00,10.0,10.05,9.98,10.0,82600,AFX,2026-07-23
2026-07-23 07:00:00,10.8,10.9,10.8,10.9,4500,AG1,2026-07-23
2026-07-23 07:00:00,11.0,11.15,10.8,11.05,265600,AGG,2026-07-23
2026-07-23 07:00:00,32.8,33.0,31.6,31.6,11400,AGP,2026-07-23
2026-07-23 07:00:00,136.0,136.0,127.5,127.5,200,AGX,2026-07-23
2026-07-23 07:00:00,6.5,6.7,6.4,6.6,5800,ALV,2026-07-23
2026-07-23 07:00:00,24.65,25.0,24.0,24.6,7500,ANT,2026-07-23
2026-07-23 07:00:00,17.15,17.45,16.45,17.1,872100,ANV,2026-07-23
2026-07-23 07:00:00,47.2,47.4,46.7,46.7,46700,APF,2026-07-23
2026-07-23 07:00:00,4.45,4.67,4.42,4.61,177900,APG,2026-07-23
2026-07-23 07:00:00,3.8,4.0,3.5,4.0,4300,APP,2026-07-23
2026-07-23 07:00:00,5.59,5.69,5.53,5.69,613900,ASM,2026-07-23
2026-07-23 07:00:00,40.5,41.5,40.5,41.5,1600,AVC,2026-07-23
2026-07-23 07:00:00,8.1,8.1,7.2,7.8,15500,AVG,2026-07-23
2026-07-23 07:00:00,10.8,10.8,10.8,10.8,3000,BAB,2026-07-23
2026-07-23 07:00:00,29.0,29.3,28.7,29.0,1112900,BAF,2026-07-23
2026-07-23 07:00:00,21.2,21.3,18.5,18.5,25300,BCA,2026-07-23
2026-07-23 07:00:00,37.35,39.2,36.7,38.4,610200,BCM,2026-07-23
2026-07-23 07:00:00,21.5,21.5,21.5,21.5,500,BHA,2026-07-23
2026-07-23 07:00:00,7.9,7.9,7.9,7.9,100,BHP,2026-07-23
2026-07-23 07:00:00,8.0,8.2,8.0,8.2,2100,BLI,2026-07-23
2026-07-23 07:00:00,20.0,20.8,20.0,20.8,400,BLT,2026-07-23
2026-07-23 07:00:00,10.3,11.0,10.3,11.0,3200,BMJ,2026-07-23
2026-07-23 07:00:00,13.4,13.6,13.2,13.5,209600,BMS,2026-07-23
2026-07-23 07:00:00,17.6,17.6,17.6,17.6,300,BNW,2026-07-23
2026-07-23 07:00:00,7.8,7.85,7.7,7.8,28300,BTP,2026-07-23
2026-07-23 07:00:00,4.9,4.9,4.7,4.9,9000,BTS,2026-07-23
2026-07-23 07:00:00,28.6,29.4,26.6,28.1,1563800,BVS,2026-07-23
2026-07-23 07:00:00,25.5,25.9,25.5,25.6,1300,CDN,2026-07-23
