time,open,high,low,close,volume,symbol,target_date
2026-06-11 07:00:00,12.4,12.4,12.4,12.4,800,ABR,2026-06-11
2026-06-11 07:00:00,55.2,55.4,55.1,55.4,2000,ABT,2026-06-11
2026-06-11 07:00:00,26.2,26.55,26.2,26.5,23602400,ACB,2026-06-11
2026-06-11 07:00:00,12.4,13.05,12.2,12.85,3500,ACC,2026-06-11
2026-06-11 07:00:00,12.45,12.45,11.85,12.45,2600,ACL,2026-06-11
2026-06-11 07:00:00,43.7,43.8,43.4,43.4,353300,ACV,2026-06-11
2026-06-11 07:00:00,10.2,10.4,10.05,10.35,61700,AFX,2026-06-11
2026-06-11 07:00:00,10.5,10.5,10.4,10.5,7400,AG1,2026-06-11
2026-06-11 07:00:00,11.75,11.8,11.6,11.8,202000,AGG,2026-06-11
2026-06-11 07:00:00,34.2,34.5,34.0,34.2,3400,AGP,2026-06-11
2026-06-11 07:00:00,197.8,197.8,197.8,197.8,300,AGX,2026-06-11
2026-06-11 07:00:00,6.8,6.8,6.8,6.8,3600,ALV,2026-06-11
2026-06-11 07:00:00,26.0,26.0,24.9,25.8,10900,ANT,2026-06-11
2026-06-11 07:00:00,20.45,20.65,20.35,20.6,312400,ANV,2026-06-11
2026-06-11 07:00:00,44.8,45.9,44.1,45.9,63700,APF,2026-06-11
2026-06-11 07:00:00,4.84,4.84,4.84,4.84,270000,APG,2026-06-11
2026-06-11 07:00:00,4.0,4.1,4.0,4.1,1500,APP,2026-06-11
2026-06-11 07:00:00,5.8,5.84,5.79,5.8,253100,ASM,2026-06-11
2026-06-11 07:00:00,43.0,43.0,43.0,43.0,100,AVC,2026-06-11
2026-06-11 07:00:00,9.0,9.1,8.9,9.0,6600,AVG,2026-06-11
2026-06-11 07:00:00,11.3,11.3,11.3,11.3,2900,BAB,2026-06-11
2026-06-11 07:00:00,34.75,34.8,34.45,34.65,1772800,BAF,2026-06-11
2026-06-11 07:00:00,7.9,7.9,7.9,7.9,100,BBH,2026-06-11
2026-06-11 07:00:00,11.3,11.3,11.3,11.3,200,BBS,2026-06-11
2026-06-11 07:00:00,18.5,20.1,18.5,20.1,2100,BCA,2026-06-11
2026-06-11 07:00:00,53.0,53.6,52.5,53.2,271700,BCM,2026-06-11
2026-06-11 07:00:00,10.6,10.6,10.6,10.6,100,BCP,2026-06-11
2026-06-11 07:00:00,29.6,29.6,29.6,29.6,200,BHN,2026-06-11
2026-06-11 07:00:00,7.2,7.2,7.2,7.2,100,BHP,2026-06-11
2026-06-11 07:00:00,8.2,8.2,8.1,8.1,400,BLI,2026-06-11
2026-06-11 07:00:00,6.9,6.9,6.9,6.9,100,BLN,2026-06-11
2026-06-11 07:00:00,20.2,20.2,20.1,20.2,3100,BLT,2026-06-11
2026-06-11 07:00:00,14.9,14.9,14.6,14.7,102800,BMS,2026-06-11
2026-06-11 07:00:00,2.5,2.5,2.5,2.5,4200,BTN,2026-06-11
2026-06-11 07:00:00,8.34,8.34,8.3,8.34,18100,BTP,2026-06-11
2026-06-11 07:00:00,5.0,5.1,5.0,5.1,6100,BTS,2026-06-11
