time,open,high,low,close,volume,symbol,target_date
2026-09-15 07:00:00,10.2,10.5,10.2,10.5,400,ABR,2026-09-15
2026-09-15 07:00:00,50.1,50.6,50.1,50.3,2000,ABT,2026-09-15
2026-09-15 07:00:00,22.2,22.3,22.0,22.1,6877300,ACB,2026-09-15
2026-09-15 07:00:00,4.34,4.37,4.28,4.3,146200,ACC,2026-09-15
2026-09-15 07:00:00,10.55,11.45,10.55,11.0,9900,ACL,2026-09-15
2026-09-15 07:00:00,39.2,39.5,38.9,39.4,231600,ACV,2026-09-15
2026-09-15 07:00:00,17.9,17.9,17.9,17.9,100,ADC,2026-09-15
2026-09-15 07:00:00,9.8,9.95,9.78,9.8,122100,AFX,2026-09-15
2026-09-15 07:00:00,11.6,11.6,11.6,11.6,300,AG1,2026-09-15
2026-09-15 07:00:00,10.1,10.15,9.97,10.1,349000,AGG,2026-09-15
2026-09-15 07:00:00,27.5,27.5,27.0,27.2,4400,AGP,2026-09-15
2026-09-15 07:00:00,145.0,145.0,145.0,145.0,100,AGX,2026-09-15
2026-09-15 07:00:00,6.7,6.7,6.6,6.6,300,ALV,2026-09-15
2026-09-15 07:00:00,18.0,18.1,17.7,18.0,2600,ANT,2026-09-15
2026-09-15 07:00:00,15.25,16.2,15.25,15.95,597000,ANV,2026-09-15
2026-09-15 07:00:00,44.3,44.3,44.1,44.1,54500,APF,2026-09-15
2026-09-15 07:00:00,4.54,4.66,4.51,4.55,71400,APG,2026-09-15
2026-09-15 07:00:00,4.1,4.1,3.9,3.9,1000,APP,2026-09-15
2026-09-15 07:00:00,5.09,5.24,5.09,5.21,104700,ASM,2026-09-15
2026-09-15 07:00:00,39.7,39.7,39.7,39.7,100,AVC,2026-09-15
2026-09-15 07:00:00,7.8,8.0,7.4,7.8,9900,AVG,2026-09-15
2026-09-15 07:00:00,10.8,11.0,10.6,10.8,4000,BAB,2026-09-15
2026-09-15 07:00:00,31.85,32.15,31.8,32.1,1536800,BAF,2026-09-15
2026-09-15 07:00:00,19.0,19.0,19.0,19.0,1500,BCA,2026-09-15
2026-09-15 07:00:00,39.0,40.0,39.0,40.0,438700,BCM,2026-09-15
2026-09-15 07:00:00,23.0,23.0,23.0,23.0,2000,BDW,2026-09-15
2026-09-15 07:00:00,28.65,28.65,28.15,28.5,2800,BHN,2026-09-15
2026-09-15 07:00:00,8.1,8.1,8.1,8.1,100,BHP,2026-09-15
2026-09-15 07:00:00,8.0,8.0,7.9,8.0,15900,BLI,2026-09-15
2026-09-15 07:00:00,18.0,18.0,18.0,18.0,200,BLT,2026-09-15
2026-09-15 07:00:00,12.6,12.6,12.2,12.3,1600,BMS,2026-09-15
2026-09-15 07:00:00,17.0,17.0,17.0,17.0,200,BNW,2026-09-15
2026-09-15 07:00:00,7.16,7.31,7.16,7.28,63300,BTP,2026-09-15
2026-09-15 07:00:00,4.7,4.7,4.7,4.7,200,BTS,2026-09-15
2026-09-15 07:00:00,13.5,13.5,13.5,13.5,100,BVL,2026-09-15
2026-09-15 07:00:00,26.9,27.9,26.9,27.9,332100,BVS,2026-09-15
2026-09-15 07:00:00,17.65,17.65,17.65,17.65,600,CCI,2026-09-15
2026-09-15 07:00:00,14.0,14.2,14.0,14.2,600,CCR,2026-09-15
2026-09-15 07:00:00,24.9,25.0,24.9,24.9,1700,CDN,2026-09-15
2026-09-15 07:00:00,10.0,10.0,10.0,10.0,2000,CDP,2026-09-15
2026-09-15 07:00:00,8.3,9.2,8.3,9.2,4200,CIA,2026-09-15
2026-09-15 07:00:00,20.5,22.1,20.5,22.1,200,CKD,2026-09-15
2026-09-15 07:00:00,30.5,30.5,26.5,26.9,57900,CLI,2026-09-15
2026-09-15 07:00:00,59.0,60.0,56.8,56.8,1900,CLM,2026-09-15
2026-09-15 07:00:00,13.0,13.0,12.8,12.8,3100,CLX,2026-09-15
2026-09-15 07:00:00,14.0,15.9,12.2,14.9,38200,CMM,2026-09-15
2026-09-15 07:00:00,16.2,16.3,16.2,16.2,600,CMN,2026-09-15
2026-09-15 07:00:00,29.9,30.0,29.5,30.0,68300,CQN,2026-09-15
2026-09-15 07:00:00,6.2,6.3,6.09,6.28,172700,CRE,2026-09-15
2026-09-15 07:00:00,23.3,23.35,22.1,22.1,6600,CRV,2026-09-15
2026-09-15 07:00:00,8.6,8.7,8.5,8.7,5200,CSC,2026-09-15
2026-09-15 07:00:00,12.6,13.0,12.45,12.65,16200,CSM,2026-09-15
2026-09-15 07:00:00,10.0,10.2,10.0,10.1,9900,CST,2026-09-15
2026-09-15 07:00:00,20.15,20.8,20.15,20.8,156400,CSV,2026-09-15
2026-09-15 07:00:00,16.2,17.5,16.2,17.5,3100,CTB,2026-09-15
2026-09-15 07:00:00,30.0,30.65,30.0,30.55,7704000,CTG,2026-09-15
2026-09-15 07:00:00,15.15,16.0,15.15,15.5,371200,CTI,2026-09-15
2026-09-15 07:00:00,6.4,6.5,6.3,6.3,81900,CTP,2026-09-15
2026-09-15 07:00:00,72.1,73.1,72.1,73.0,131200,CTR,2026-09-15
2026-09-15 07:00:00,4.9,4.9,4.7,4.7,1900,CTX,2026-09-15
2026-09-15 07:00:00,30.2,30.45,30.1,30.3,66900,D2D,2026-09-15
2026-09-15 07:00:00,7.9,7.9,7.77,7.77,3000,DAT,2026-09-15
2026-09-15 07:00:00,15.8,16.05,15.8,16.0,852600,DBC,2026-09-15
2026-09-15 07:00:00,45.55,47.0,45.55,47.0,5500,DBD,2026-09-15
2026-09-15 07:00:00,5.0,5.1,5.0,5.1,500,DC1,2026-09-15
2026-09-15 07:00:00,38.2,39.0,36.65,38.95,2271900,DCL,2026-09-15
2026-09-15 07:00:00,37.2,37.2,36.0,36.05,1227700,DGC,2026-09-15
2026-09-15 07:00:00,45.6,46.7,45.4,46.3,1622400,DGW,2026-09-15
2026-09-15 07:00:00,52.0,52.6,51.9,52.2,9200,DHA,2026-09-15
2026-09-15 07:00:00,11.0,12.2,10.9,11.8,172300,DHB,2026-09-15
2026-09-15 07:00:00,26.5,26.5,26.5,26.5,400,DHD,2026-09-15
2026-09-15 07:00:00,6.99,6.99,6.51,6.95,10100,DHM,2026-09-15
2026-09-15 07:00:00,7.2,7.2,7.2,7.2,100,DIH,2026-09-15
2026-09-15 07:00:00,2.02,2.07,2.01,2.03,507900,DLG,2026-09-15
2026-09-15 07:00:00,45.0,45.0,45.0,45.0,100,DNH,2026-09-15
2026-09-15 07:00:00,37.15,37.9,37.0,37.75,211700,DPR,2026-09-15
2026-09-15 07:00:00,1.6,1.71,1.6,1.68,126700,DRH,2026-09-15
2026-09-15 07:00:00,14.0,14.4,14.0,14.4,735700,DRI,2026-09-15
2026-09-15 07:00:00,10.05,10.05,9.7,9.9,16700,DSC,2026-09-15
2026-09-15 07:00:00,7.0,7.7,6.8,7.7,259900,DST,2026-09-15
2026-09-15 07:00:00,10.9,10.9,10.9,10.9,200,DTL,2026-09-15
2026-09-15 07:00:00,17.2,17.5,17.2,17.5,8400,DVN,2026-09-15
2026-09-15 07:00:00,13.8,13.8,13.8,13.8,100,DWS,2026-09-15
2026-09-15 07:00:00,1.5,1.6,1.5,1.6,1400,EIN,2026-09-15
