time,open,high,low,close,volume,symbol,target_date
2026-08-06 07:00:00,50.5,51.0,50.2,50.9,9100,ABT,2026-08-06
2026-08-06 07:00:00,22.4,22.5,22.15,22.15,8170300,ACB,2026-08-06
2026-08-06 07:00:00,4.27,4.54,4.25,4.54,1646800,ACC,2026-08-06
2026-08-06 07:00:00,39.1,39.2,38.8,38.9,343300,ACV,2026-08-06
2026-08-06 07:00:00,10.5,10.75,10.45,10.5,161600,AFX,2026-08-06
2026-08-06 07:00:00,11.2,11.4,11.2,11.4,600,AG1,2026-08-06
2026-08-06 07:00:00,11.55,11.6,11.3,11.3,187700,AGG,2026-08-06
2026-08-06 07:00:00,32.4,32.5,31.5,31.7,3000,AGP,2026-08-06
2026-08-06 07:00:00,156.9,156.9,156.9,156.9,100,AGX,2026-08-06
2026-08-06 07:00:00,7.0,7.4,7.0,7.1,15000,ALV,2026-08-06
2026-08-06 07:00:00,21.85,21.85,19.75,20.6,53200,ANT,2026-08-06
2026-08-06 07:00:00,17.5,17.5,17.2,17.3,339300,ANV,2026-08-06
2026-08-06 07:00:00,45.0,45.1,44.2,45.1,9000,APF,2026-08-06
2026-08-06 07:00:00,4.8,4.8,4.73,4.78,220200,APG,2026-08-06
2026-08-06 07:00:00,4.3,4.3,4.0,4.0,2500,APP,2026-08-06
2026-08-06 07:00:00,6.0,6.0,5.92,5.95,147800,ASM,2026-08-06
2026-08-06 07:00:00,8.6,8.6,8.4,8.4,8300,AVG,2026-08-06
2026-08-06 07:00:00,10.6,10.7,10.4,10.7,7200,BAB,2026-08-06
2026-08-06 07:00:00,31.2,31.5,30.85,31.2,1860200,BAF,2026-08-06
2026-08-06 07:00:00,9.0,9.0,9.0,9.0,2400,BBH,2026-08-06
2026-08-06 07:00:00,12.5,12.5,12.5,12.5,100,BBS,2026-08-06
2026-08-06 07:00:00,19.5,19.5,19.5,19.5,200,BCA,2026-08-06
2026-08-06 07:00:00,36.75,36.9,35.9,36.1,529000,BCM,2026-08-06
2026-08-06 07:00:00,29.5,31.0,29.15,29.15,600,BHN,2026-08-06
2026-08-06 07:00:00,7.9,8.0,7.9,8.0,500,BLI,2026-08-06
2026-08-06 07:00:00,12.7,12.7,12.7,12.7,1000,BMJ,2026-08-06
2026-08-06 07:00:00,13.3,13.4,13.1,13.3,114900,BMS,2026-08-06
2026-08-06 07:00:00,7.6,7.6,7.4,7.41,19600,BTP,2026-08-06
2026-08-06 07:00:00,5.0,5.0,4.9,4.9,1000,BTS,2026-08-06
2026-08-06 07:00:00,26.8,27.3,26.1,26.3,519000,BVS,2026-08-06
2026-08-06 07:00:00,14.3,14.3,14.0,14.0,1000,CCR,2026-08-06
2026-08-06 07:00:00,25.8,25.8,25.8,25.8,100,CDN,2026-08-06
2026-08-06 07:00:00,9.6,9.6,9.3,9.3,13200,CIA,2026-08-06
2026-08-06 07:00:00,17.9,20.0,17.9,20.0,400,CKD,2026-08-06
2026-08-06 07:00:00,27.8,28.0,27.3,27.4,320700,CLI,2026-08-06
2026-08-06 07:00:00,13.2,13.4,13.2,13.2,14500,CLX,2026-08-06
2026-08-06 07:00:00,19.2,19.5,18.8,18.8,12600,CMN,2026-08-06
2026-08-06 07:00:00,29.6,29.8,29.6,29.7,21400,CQN,2026-08-06
2026-08-06 07:00:00,6.2,6.5,6.2,6.5,500,CQT,2026-08-06
2026-08-06 07:00:00,7.1,7.1,7.0,7.1,112600,CRE,2026-08-06
2026-08-06 07:00:00,25.0,25.0,24.9,24.9,800,CRV,2026-08-06
2026-08-06 07:00:00,10.3,10.3,10.3,10.3,4200,CSC,2026-08-06
2026-08-06 07:00:00,14.45,14.5,14.3,14.45,107700,CSM,2026-08-06
2026-08-06 07:00:00,10.0,10.1,10.0,10.0,9800,CST,2026-08-06
2026-08-06 07:00:00,21.9,22.6,21.35,22.25,636500,CSV,2026-08-06
2026-08-06 07:00:00,16.5,16.5,16.1,16.1,700,CTB,2026-08-06
2026-08-06 07:00:00,31.8,31.85,31.3,31.35,5720900,CTG,2026-08-06
2026-08-06 07:00:00,19.15,19.3,19.05,19.3,127900,CTI,2026-08-06
2026-08-06 07:00:00,7.2,7.2,6.7,7.2,235700,CTP,2026-08-06
2026-08-06 07:00:00,74.9,76.0,73.9,75.8,464500,CTR,2026-08-06
2026-08-06 07:00:00,5.5,5.8,5.3,5.5,7800,CTX,2026-08-06
2026-08-06 07:00:00,26.85,26.85,26.85,26.85,200,CVT,2026-08-06
2026-08-06 07:00:00,27.7,27.7,27.0,27.0,4800,D2D,2026-08-06
2026-08-06 07:00:00,11.2,11.2,11.2,11.2,100,DAS,2026-08-06
2026-08-06 07:00:00,7.65,7.7,7.65,7.7,200,DAT,2026-08-06
2026-08-06 07:00:00,16.85,16.95,16.6,16.6,1311100,DBC,2026-08-06
2026-08-06 07:00:00,49.3,49.3,49.1,49.3,14400,DBD,2026-08-06
2026-08-06 07:00:00,5.3,5.8,5.1,5.8,7000,DC1,2026-08-06
2026-08-06 07:00:00,44.1,44.8,40.95,40.95,1516100,DCL,2026-08-06
2026-08-06 07:00:00,40.65,43.35,40.65,43.35,575200,DGC,2026-08-06
2026-08-06 07:00:00,39.1,40.45,38.9,40.0,1362300,DGW,2026-08-06
2026-08-06 07:00:00,47.85,48.0,47.85,48.0,3400,DHA,2026-08-06
2026-08-06 07:00:00,12.4,13.1,12.3,12.7,158900,DHB,2026-08-06
2026-08-06 07:00:00,26.5,26.5,26.5,26.5,10000,DHD,2026-08-06
2026-08-06 07:00:00,6.3,6.3,6.3,6.3,1000,DHM,2026-08-06
2026-08-06 07:00:00,7.2,7.3,7.2,7.3,1600,DIH,2026-08-06
2026-08-06 07:00:00,2.28,2.31,2.25,2.28,543200,DLG,2026-08-06
2026-08-06 07:00:00,44.7,44.7,44.7,44.7,100,DNH,2026-08-06
2026-08-06 07:00:00,5.8,6.6,5.8,6.6,300,DPC,2026-08-06
2026-08-06 07:00:00,35.75,36.5,35.0,35.9,109200,DPR,2026-08-06
2026-08-06 07:00:00,1.6,1.6,1.52,1.54,77100,DRH,2026-08-06
2026-08-06 07:00:00,13.0,13.1,12.8,13.0,203200,DRI,2026-08-06
2026-08-06 07:00:00,10.7,10.85,10.65,10.65,4600,DSC,2026-08-06
2026-08-06 07:00:00,8.8,9.4,8.8,9.4,241700,DST,2026-08-06
2026-08-06 07:00:00,1.8,1.9,1.8,1.9,600,DTI,2026-08-06
2026-08-06 07:00:00,18.8,18.8,18.6,18.6,13300,DVN,2026-08-06
2026-08-06 07:00:00,4.1,4.1,4.1,4.1,300,E12,2026-08-06
2026-08-06 07:00:00,1.8,1.8,1.6,1.8,51200,EIN,2026-08-06
2026-08-06 07:00:00,16.45,16.45,15.75,16.4,365400,ELC,2026-08-06
2026-08-06 07:00:00,4.41,4.51,4.31,4.34,420800,EVG,2026-08-06
2026-08-06 07:00:00,5.6,5.7,5.5,5.7,110500,EVS,2026-08-06
2026-08-06 07:00:00,3.07,3.14,3.0,3.05,33700,FCM,2026-08-06
2026-08-06 07:00:00,10.85,10.9,10.65,10.9,473300,FCN,2026-08-06
