time,open,high,low,close,volume,symbol,target_date
2026-08-20 07:00:00,11.15,11.15,11.15,11.15,800,ABR,2026-08-20
2026-08-20 07:00:00,50.4,51.3,50.4,51.3,2600,ABT,2026-08-20
2026-08-20 07:00:00,21.85,22.1,21.85,21.95,7594400,ACB,2026-08-20
2026-08-20 07:00:00,4.35,4.65,4.35,4.65,236800,ACC,2026-08-20
2026-08-20 07:00:00,40.8,41.1,40.5,40.9,243200,ACV,2026-08-20
2026-08-20 07:00:00,15.0,15.0,15.0,15.0,1100,ADC,2026-08-20
2026-08-20 07:00:00,9.92,10.2,9.9,10.05,108100,AFX,2026-08-20
2026-08-20 07:00:00,11.0,11.05,10.85,11.0,60400,AGG,2026-08-20
2026-08-20 07:00:00,30.0,30.1,29.0,29.0,15600,AGP,2026-08-20
2026-08-20 07:00:00,6.9,6.9,6.7,6.7,2800,ALV,2026-08-20
2026-08-20 07:00:00,18.85,19.35,18.6,18.7,5000,ANT,2026-08-20
2026-08-20 07:00:00,16.75,16.95,16.55,16.7,343500,ANV,2026-08-20
2026-08-20 07:00:00,45.2,45.2,45.1,45.2,17700,APF,2026-08-20
2026-08-20 07:00:00,4.7,4.83,4.7,4.71,133000,APG,2026-08-20
2026-08-20 07:00:00,4.0,4.1,4.0,4.1,400,APP,2026-08-20
2026-08-20 07:00:00,5.92,5.93,5.88,5.89,215200,ASM,2026-08-20
2026-08-20 07:00:00,8.3,8.4,8.2,8.3,2000,AVG,2026-08-20
2026-08-20 07:00:00,10.5,10.6,10.5,10.6,1400,BAB,2026-08-20
2026-08-20 07:00:00,32.3,32.3,31.75,32.2,1436100,BAF,2026-08-20
2026-08-20 07:00:00,12.0,12.0,12.0,12.0,300,BBS,2026-08-20
2026-08-20 07:00:00,20.2,20.2,20.2,20.2,200,BCA,2026-08-20
2026-08-20 07:00:00,41.85,41.85,40.2,40.6,901500,BCM,2026-08-20
2026-08-20 07:00:00,29.75,29.75,29.65,29.65,300,BHN,2026-08-20
2026-08-20 07:00:00,7.9,8.9,7.9,8.9,300,BHP,2026-08-20
2026-08-20 07:00:00,8.0,8.0,8.0,8.0,100,BLI,2026-08-20
2026-08-20 07:00:00,18.1,18.1,18.0,18.0,1800,BLT,2026-08-20
2026-08-20 07:00:00,13.7,13.7,13.7,13.7,100,BMJ,2026-08-20
2026-08-20 07:00:00,13.1,13.3,13.0,13.2,105900,BMS,2026-08-20
2026-08-20 07:00:00,3.5,3.5,3.5,3.5,300,BMV,2026-08-20
2026-08-20 07:00:00,2.5,2.8,2.5,2.8,400,BTN,2026-08-20
2026-08-20 07:00:00,7.48,7.48,7.3,7.39,14200,BTP,2026-08-20
2026-08-20 07:00:00,4.9,4.9,4.9,4.9,200,BTS,2026-08-20
2026-08-20 07:00:00,26.1,26.3,25.5,25.9,267700,BVS,2026-08-20
2026-08-20 07:00:00,14.1,14.1,14.1,14.1,100,CCR,2026-08-20
2026-08-20 07:00:00,25.4,25.9,25.2,25.5,6200,CDN,2026-08-20
