time,open,high,low,close,volume,symbol,target_date
2026-06-25 07:00:00,11.85,11.85,11.7,11.7,1200,ABR,2026-06-25
2026-06-25 07:00:00,54.0,54.0,54.0,54.0,400,ABT,2026-06-25
2026-06-25 07:00:00,22.55,22.7,22.35,22.4,10304900,ACB,2026-06-25
2026-06-25 07:00:00,12.05,12.4,12.05,12.4,14700,ACC,2026-06-25
2026-06-25 07:00:00,44.0,44.2,43.7,44.0,380800,ACV,2026-06-25
2026-06-25 07:00:00,17.2,17.4,17.1,17.4,1500,ADC,2026-06-25
2026-06-25 07:00:00,10.1,10.15,9.95,10.1,88400,AFX,2026-06-25
2026-06-25 07:00:00,11.0,11.0,11.0,11.0,1500,AG1,2026-06-25
2026-06-25 07:00:00,11.75,11.75,11.6,11.7,158700,AGG,2026-06-25
2026-06-25 07:00:00,35.1,35.2,34.2,34.2,4800,AGP,2026-06-25
2026-06-25 07:00:00,235.0,235.0,195.0,235.0,300,AGX,2026-06-25
2026-06-25 07:00:00,7.0,7.0,7.0,7.0,1500,ALV,2026-06-25
2026-06-25 07:00:00,25.5,25.75,24.85,25.6,1400,ANT,2026-06-25
2026-06-25 07:00:00,21.6,23.2,21.55,22.45,1428000,ANV,2026-06-25
2026-06-25 07:00:00,47.9,48.4,47.4,47.8,51800,APF,2026-06-25
2026-06-25 07:00:00,5.02,5.2,5.02,5.1,450800,APG,2026-06-25
2026-06-25 07:00:00,4.1,4.2,4.1,4.1,1200,APP,2026-06-25
2026-06-25 07:00:00,5.8,5.95,5.8,5.89,330800,ASM,2026-06-25
2026-06-25 07:00:00,42.0,42.7,41.5,42.7,3200,AVC,2026-06-25
2026-06-25 07:00:00,9.1,9.1,9.0,9.0,22000,AVG,2026-06-25
2026-06-25 07:00:00,12.8,12.8,11.8,12.0,51700,BAB,2026-06-25
2026-06-25 07:00:00,30.1,30.1,29.55,29.85,2021800,BAF,2026-06-25
2026-06-25 07:00:00,8.9,8.9,8.9,8.9,100,BBH,2026-06-25
2026-06-25 07:00:00,21.1,21.1,20.0,21.1,15900,BCA,2026-06-25
2026-06-25 07:00:00,52.8,53.3,52.5,52.6,191600,BCM,2026-06-25
2026-06-25 07:00:00,29.6,29.6,29.6,29.6,500,BHN,2026-06-25
2026-06-25 07:00:00,8.1,8.2,8.1,8.2,400,BLI,2026-06-25
2026-06-25 07:00:00,21.0,21.0,21.0,21.0,200,BLT,2026-06-25
2026-06-25 07:00:00,14.0,14.0,14.0,14.0,100,BMJ,2026-06-25
2026-06-25 07:00:00,14.1,14.1,13.5,13.8,123300,BMS,2026-06-25
2026-06-25 07:00:00,17.7,18.9,17.5,18.9,2500,BNW,2026-06-25
2026-06-25 07:00:00,8.31,8.31,8.3,8.3,6900,BTP,2026-06-25
2026-06-25 07:00:00,4.9,5.1,4.9,5.1,200,BTS,2026-06-25
2026-06-25 07:00:00,14.2,14.2,14.2,14.2,100,BVL,2026-06-25
2026-06-25 07:00:00,26.5,26.8,26.1,26.1,113900,BVS,2026-06-25
2026-06-25 07:00:00,13.6,13.6,13.6,13.6,400,CCR,2026-06-25
2026-06-25 07:00:00,27.9,27.9,27.9,27.9,3300,CDN,2026-06-25
2026-06-25 07:00:00,25.2,26.1,24.8,26.0,52100,CLI,2026-06-25
2026-06-25 07:00:00,69.5,69.5,69.5,69.5,300,CLM,2026-06-25
2026-06-25 07:00:00,14.7,14.7,14.6,14.6,1800,CLX,2026-06-25
2026-06-25 07:00:00,25.4,25.4,23.3,23.5,2100,CMN,2026-06-25
2026-06-25 07:00:00,30.7,30.8,30.6,30.7,22100,CQN,2026-06-25
2026-06-25 07:00:00,6.8,6.8,6.8,6.8,1300,CQT,2026-06-25
2026-06-25 07:00:00,7.2,7.3,7.2,7.25,48800,CRE,2026-06-25
2026-06-25 07:00:00,24.5,24.5,24.5,24.5,400,CRV,2026-06-25
2026-06-25 07:00:00,12.8,12.8,12.0,12.5,14000,CSC,2026-06-25
