model_name,trading_date,symbol,predicted_signal,adjusted_signal,sell_probability,hold_probability,buy_probability,encode_sector,sector,close,volume,target_signal,target_return,predicted_signal_score,signal_confidence,buy_sell_margin,created_at
model3,2025-09-22,GEE,SELL,HOLD,0.37887976,0.34858325,0.272537,0,Industrial Goods & Services,62.48,319800.0,BUY,0.069462227912932,-0.10634276,0.37887976,-0.10634276,2026-06-03 08:51:00
model3,2025-09-23,GEE,HOLD,HOLD,0.30862117,0.40615094,0.28522792,0,Industrial Goods & Services,61.13,131800.0,BUY,0.1694748895795843,-0.023393244,0.40615094,-0.023393244,2026-06-03 08:51:00
model3,2025-09-24,GEE,HOLD,HOLD,0.3349736,0.40643978,0.2585866,0,Industrial Goods & Services,61.07,259000.0,BUY,0.1797936793843131,-0.07638702,0.40643978,-0.07638702,2026-06-03 08:51:00
model3,2025-09-25,GEE,HOLD,HOLD,0.32020453,0.40170223,0.2780932,0,Industrial Goods & Services,62.03,272200.0,BUY,0.1225213606319521,-0.042111337,0.40170223,-0.042111337,2026-06-03 08:51:00
model3,2025-09-26,GEE,HOLD,HOLD,0.287247,0.43742648,0.27532658,0,Industrial Goods & Services,62.48,211200.0,BUY,0.073943661971831,-0.011920422,0.43742648,-0.011920422,2026-06-03 08:51:00
model3,2025-09-29,GEE,BUY,HOLD,0.3050094,0.26964504,0.4253455,0,Industrial Goods & Services,66.82,1869900.0,HOLD,0.0023944926668664,0.120336115,0.4253455,0.120336115,2026-06-03 08:51:00
model3,2025-09-30,GEE,BUY,HOLD,0.3140182,0.21724711,0.46873474,0,Industrial Goods & Services,71.49,2197500.0,SELL,-0.0748356413484402,0.15471655,0.46873474,0.15471655,2026-06-03 08:51:00
model3,2025-10-01,GEE,SELL,HOLD,0.43466282,0.23990029,0.32543695,0,Industrial Goods & Services,72.05,685500.0,HOLD,-0.0179042331714086,-0.10922587,0.43466282,-0.10922587,2026-06-03 08:51:00
model3,2025-10-02,GEE,SELL,HOLD,0.44434467,0.2712301,0.2844252,0,Industrial Goods & Services,69.63,363500.0,BUY,0.0864569869309206,-0.15991947,0.44434467,-0.15991947,2026-06-03 08:51:00
model3,2025-10-13,GEE,SELL,HOLD,0.4892099,0.19990125,0.31088886,0,Industrial Goods & Services,81.56,826900.0,BUY,0.1684649337910739,-0.17832103,0.4892099,-0.17832103,2026-06-03 08:51:00
model3,2025-10-14,GEE,BUY,HOLD,0.35784394,0.17253321,0.46962285,0,Industrial Goods & Services,87.25,2001300.0,BUY,0.1683667621776503,0.111778915,0.46962285,0.111778915,2026-06-03 08:51:00
model3,2025-10-15,GEE,BUY,HOLD,0.34131578,0.17388174,0.48480248,0,Industrial Goods & Services,93.33,1858000.0,BUY,0.0965391621129325,0.14348671,0.48480248,0.14348671,2026-06-03 08:51:00
model3,2025-10-16,GEE,BUY,HOLD,0.34932342,0.17000894,0.48066765,0,Industrial Goods & Services,99.86,1653800.0,BUY,0.0264370118165431,0.13134423,0.48066765,0.13134423,2026-06-03 08:51:00
model3,2025-10-17,GEE,SELL,HOLD,0.4466825,0.19682765,0.3564898,0,Industrial Goods & Services,102.45,750900.0,HOLD,-0.0225475841874085,-0.090192705,0.4466825,-0.090192705,2026-06-03 08:51:00
model3,2025-10-20,GEE,SELL,HOLD,0.49614245,0.19581102,0.30804646,0,Industrial Goods & Services,95.3,911200.0,BUY,0.0507869884575027,-0.18809599,0.49614245,-0.18809599,2026-06-03 08:51:00
model3,2025-10-21,GEE,SELL,HOLD,0.4455637,0.16782914,0.3866072,0,Industrial Goods & Services,101.94,1453600.0,HOLD,-0.0060820090249166,-0.058956504,0.4455637,-0.058956504,2026-06-03 08:51:00
model3,2025-10-22,GEE,SELL,HOLD,0.4378992,0.23489983,0.32720098,0,Industrial Goods & Services,102.34,559900.0,HOLD,-0.0044948211842877,-0.11069822,0.4378992,-0.11069822,2026-06-03 08:51:00
model3,2025-10-23,GEE,SELL,HOLD,0.3806774,0.25244972,0.3668729,0,Industrial Goods & Services,102.5,499100.0,SELL,-0.028,-0.013804495,0.3806774,-0.013804495,2026-06-03 08:51:00
model3,2025-10-24,GEE,SELL,HOLD,0.4346288,0.24923898,0.3161322,0,Industrial Goods & Services,100.14,406800.0,HOLD,-0.0095865787896943,-0.11849663,0.4346288,-0.11849663,2026-06-03 08:51:00
model3,2025-10-27,GEE,SELL,HOLD,0.36828557,0.2754278,0.35628662,0,Industrial Goods & Services,100.14,451700.0,HOLD,-0.0219692430597163,-0.011998951,0.36828557,-0.011998951,2026-06-03 08:51:00
model3,2025-10-28,GEE,BUY,HOLD,0.33881015,0.3059204,0.3552695,0,Industrial Goods & Services,101.32,324000.0,SELL,-0.0277339123568889,0.016459346,0.3552695,0.016459346,2026-06-03 08:51:00
model3,2025-10-29,GEE,BUY,HOLD,0.33320865,0.30862212,0.3581692,0,Industrial Goods & Services,101.88,322000.0,SELL,-0.041421279937181,0.024960548,0.3581692,0.024960548,2026-06-03 08:51:00
model3,2025-10-30,GEE,SELL,HOLD,0.37462932,0.3033881,0.32198262,0,Industrial Goods & Services,99.63,421700.0,HOLD,-0.0197731606945699,-0.052646697,0.37462932,-0.052646697,2026-06-03 08:51:00
model3,2025-10-31,GEE,SELL,HOLD,0.370405,0.3197825,0.3098125,0,Industrial Goods & Services,99.18,228800.0,SELL,-0.064629965718895,-0.060592502,0.370405,-0.060592502,2026-06-03 08:51:00
model3,2025-11-03,GEE,SELL,HOLD,0.36600044,0.35388064,0.28011894,0,Industrial Goods & Services,97.94,180500.0,SELL,-0.1160914845823974,-0.0858815,0.36600044,-0.0858815,2026-06-03 08:51:00
model3,2025-11-04,GEE,HOLD,HOLD,0.3137244,0.36182928,0.32444635,0,Industrial Goods & Services,98.51,196300.0,SELL,-0.135417724088925,0.010721952,0.36182928,0.010721952,2026-06-03 08:51:00
model3,2025-11-05,GEE,HOLD,HOLD,0.30475685,0.3975499,0.29769322,0,Industrial Goods & Services,97.66,188100.0,SELL,-0.0673766127380708,-0.0070636272,0.3975499,-0.0070636272,2026-06-03 08:51:00
model3,2025-11-06,GEE,HOLD,HOLD,0.2824843,0.41362774,0.30388796,0,Industrial Goods & Services,97.66,270100.0,HOLD,-0.0022527134958016,0.02140367,0.41362774,0.02140367,2026-06-03 08:51:00
model3,2025-11-07,GEE,HOLD,HOLD,0.3504514,0.3556112,0.2939374,0,Industrial Goods & Services,92.77,254900.0,BUY,0.0557292228090977,-0.056513995,0.3556112,-0.056513995,2026-06-03 08:51:00
model3,2025-11-10,GEE,BUY,HOLD,0.35136783,0.26193166,0.38670048,0,Industrial Goods & Services,86.57,166500.0,BUY,0.1119325401409265,0.03533265,0.38670048,0.03533265,2026-06-03 08:51:00
model3,2025-11-11,GEE,BUY,HOLD,0.32173854,0.32730618,0.3509553,0,Industrial Goods & Services,85.17,100800.0,BUY,0.1288012210872373,0.029216766,0.3509553,0.029216766,2026-06-03 08:51:00
model3,2025-11-12,GEE,BUY,HOLD,0.32330403,0.28302968,0.39366636,0,Industrial Goods & Services,91.08,1240200.0,BUY,0.0444664031620554,0.07036233,0.39366636,0.07036233,2026-06-03 08:51:00
model3,2025-11-13,GEE,BUY,HOLD,0.3275042,0.27528954,0.39720628,0,Industrial Goods & Services,97.44,1039000.0,HOLD,-0.0127257799671591,0.06970209,0.39720628,0.06970209,2026-06-03 08:51:00
model3,2025-11-14,GEE,SELL,HOLD,0.38086453,0.32493478,0.29420072,0,Industrial Goods & Services,97.94,492500.0,HOLD,-0.0125587094139268,-0.08666381,0.38086453,-0.08666381,2026-06-03 08:51:00
model3,2025-11-17,GEE,SELL,HOLD,0.38592875,0.37919757,0.23487368,0,Industrial Goods & Services,96.26,281800.0,HOLD,-0.0064408892582589,-0.15105507,0.38592875,-0.15105507,2026-06-03 08:51:00
model3,2025-11-18,GEE,HOLD,HOLD,0.3194978,0.42100555,0.25949666,0,Industrial Goods & Services,96.14,303000.0,BUY,0.0638651965883088,-0.060001135,0.42100555,-0.060001135,2026-06-03 08:51:00
model3,2025-11-19,GEE,SELL,HOLD,0.39181876,0.34570897,0.26247227,0,Industrial Goods & Services,95.13,403600.0,BUY,0.1503206138967729,-0.12934649,0.39181876,-0.12934649,2026-06-03 08:51:00
model3,2025-11-21,GEE,HOLD,HOLD,0.26824757,0.42312774,0.30862468,0,Industrial Goods & Services,96.71,496100.0,BUY,0.146623927205046,0.04037711,0.42312774,0.04037711,2026-06-03 08:51:00
model3,2025-11-26,GEE,BUY,HOLD,0.33829024,0.21597828,0.44573146,0,Industrial Goods & Services,109.43,1141600.0,BUY,0.1291236406835418,0.10744122,0.44573146,0.10744122,2026-06-03 08:51:00
model3,2025-11-27,GEE,BUY,HOLD,0.34666306,0.21636727,0.43696967,0,Industrial Goods & Services,117.08,1457600.0,BUY,0.0509907755380936,0.09030661,0.43696967,0.09030661,2026-06-03 08:51:00
model3,2025-11-28,GEE,SELL,HOLD,0.4632164,0.24999674,0.28678682,0,Industrial Goods & Services,110.89,1127300.0,BUY,0.1502389755613671,-0.17642957,0.4632164,-0.17642957,2026-06-03 08:51:00
model3,2025-12-01,GEE,SELL,HOLD,0.40567118,0.20354994,0.39077896,0,Industrial Goods & Services,118.6,1316300.0,BUY,0.0559865092748734,-0.0148922205,0.40567118,-0.0148922205,2026-06-03 08:51:00
model3,2025-12-02,GEE,SELL,HOLD,0.4349336,0.24943437,0.31563202,0,Industrial Goods & Services,125.53,1207800.0,HOLD,-0.0179240022305424,-0.11930159,0.4349336,-0.11930159,2026-06-03 08:51:00
model3,2025-12-03,GEE,SELL,HOLD,0.44324058,0.25338894,0.30337048,0,Industrial Goods & Services,123.56,704900.0,SELL,-0.0701683392683716,-0.1398701,0.44324058,-0.1398701,2026-06-03 08:51:00
model3,2025-12-04,GEE,SELL,HOLD,0.41357222,0.28942707,0.2970007,0,Industrial Goods & Services,123.05,442200.0,SELL,-0.1262901259650548,-0.116571516,0.41357222,-0.116571516,2026-06-03 08:51:00
model3,2025-12-10,GEE,SELL,HOLD,0.38160402,0.28256646,0.33582953,0,Industrial Goods & Services,114.89,1331300.0,SELL,-0.1289059100008703,-0.04577449,0.38160402,-0.04577449,2026-06-03 08:51:00
model3,2025-12-11,GEE,SELL,HOLD,0.38785675,0.25341856,0.35872468,0,Industrial Goods & Services,107.51,441300.0,HOLD,-0.0157194679564692,-0.029132068,0.38785675,-0.029132068,2026-06-03 08:51:00
model3,2025-12-12,GEE,BUY,HOLD,0.34331056,0.27231193,0.3843775,0,Industrial Goods & Services,101.32,448500.0,HOLD,0.0222068693249111,0.041066945,0.3843775,0.041066945,2026-06-03 08:51:00
model3,2025-12-15,GEE,BUY,HOLD,0.34610495,0.27174222,0.38215277,0,Industrial Goods & Services,96.14,351900.0,BUY,0.1522779280216351,0.036047816,0.38215277,0.036047816,2026-06-03 08:51:00
model3,2025-12-16,GEE,BUY,HOLD,0.351505,0.2706255,0.37786952,0,Industrial Goods & Services,93.55,524000.0,BUY,0.1974345269909139,0.026364505,0.37786952,0.026364505,2026-06-03 08:51:00
model3,2025-12-17,GEE,BUY,HOLD,0.316858,0.2171773,0.4659647,0,Industrial Goods & Services,100.08,705700.0,BUY,0.1755595523581135,0.14910671,0.4659647,0.14910671,2026-06-03 08:51:00
model3,2025-12-18,GEE,SELL,HOLD,0.37479448,0.27399758,0.351208,0,Industrial Goods & Services,105.82,677200.0,BUY,0.1106596106596107,-0.023586482,0.37479448,-0.023586482,2026-06-03 08:51:00
model3,2025-12-19,GEE,SELL,HOLD,0.40698943,0.27174127,0.3212693,0,Industrial Goods & Services,103.57,604200.0,BUY,0.1739886067394034,-0.08572012,0.40698943,-0.08572012,2026-06-03 08:51:00
model3,2025-12-22,GEE,BUY,HOLD,0.38447946,0.20521286,0.41030765,0,Industrial Goods & Services,110.78,832800.0,BUY,0.1727748691099475,0.025828183,0.41030765,0.025828183,2026-06-03 08:51:00
model3,2025-12-24,GEE,SELL,HOLD,0.4164515,0.29070574,0.2928427,0,Industrial Goods & Services,117.65,1750000.0,BUY,0.1745856353591159,-0.12360883,0.4164515,-0.12360883,2026-06-03 08:51:00
model3,2025-12-25,GEE,SELL,HOLD,0.41588357,0.30440423,0.2797122,0,Industrial Goods & Services,117.53,1158800.0,BUY,0.0967412575512636,-0.13617137,0.41588357,-0.13617137,2026-06-03 08:51:00
model3,2025-12-26,GEE,SELL,HOLD,0.43674216,0.25986716,0.30339068,0,Industrial Goods & Services,121.59,1327800.0,BUY,0.0694136030923595,-0.13335148,0.43674216,-0.13335148,2026-06-03 08:51:00
model3,2025-12-29,GEE,BUY,HOLD,0.33145192,0.23372373,0.43482432,0,Industrial Goods & Services,129.92,1422400.0,HOLD,-0.0186268472906403,0.103372395,0.43482432,0.103372395,2026-06-03 08:51:00
model3,2025-12-30,GEE,SELL,HOLD,0.40194497,0.24304487,0.3550102,0,Industrial Goods & Services,135.66,825600.0,SELL,-0.1203744655757039,-0.046934754,0.40194497,-0.046934754,2026-06-03 08:51:00
model3,2025-12-31,GEE,SELL,HOLD,0.38028535,0.26127958,0.35843506,0,Industrial Goods & Services,138.19,1079800.0,SELL,-0.1649902308415949,-0.021850288,0.38028535,-0.021850288,2026-06-03 08:51:00
model3,2026-01-05,GEE,SELL,HOLD,0.43323383,0.25985107,0.30691513,0,Industrial Goods & Services,128.9,832500.0,SELL,-0.0851047323506594,-0.1263187,0.43323383,-0.1263187,2026-06-03 08:51:00
model3,2026-01-06,GEE,SELL,HOLD,0.35995165,0.30874088,0.33130744,0,Industrial Goods & Services,130.03,1035300.0,SELL,-0.0562947012227947,-0.028644204,0.35995165,-0.028644204,2026-06-03 08:51:00
model3,2026-01-07,GEE,SELL,HOLD,0.39700666,0.3075844,0.295409,0,Industrial Goods & Services,127.5,660800.0,SELL,-0.0772549019607842,-0.10159767,0.39700666,-0.10159767,2026-06-03 08:51:00
model3,2026-01-08,GEE,BUY,HOLD,0.3445622,0.30086505,0.35457274,0,Industrial Goods & Services,119.33,527200.0,BUY,0.0547221989441046,0.0100105405,0.35457274,0.0100105405,2026-06-03 08:51:00
model3,2026-01-09,GEE,SELL,HOLD,0.36265814,0.3078022,0.3295397,0,Industrial Goods & Services,115.39,387300.0,BUY,0.117081202877199,-0.033118457,0.36265814,-0.033118457,2026-06-03 08:51:00
model3,2026-01-12,GEE,SELL,HOLD,0.38711616,0.31789368,0.29499018,0,Industrial Goods & Services,117.93,319100.0,BUY,0.0930212838124311,-0.09212598,0.38711616,-0.09212598,2026-06-03 08:51:00
model3,2026-01-13,GEE,SELL,HOLD,0.42325523,0.2780371,0.2987077,0,Industrial Goods & Services,122.71,1136300.0,HOLD,-0.0091272104962919,-0.12454754,0.42325523,-0.12454754,2026-06-03 08:51:00
model3,2026-01-14,GEE,SELL,HOLD,0.39791104,0.28447503,0.3176139,0,Industrial Goods & Services,117.65,309500.0,SELL,-0.0368890777730557,-0.08029714,0.39791104,-0.08029714,2026-06-03 08:51:00
model3,2026-01-15,GEE,BUY,HOLD,0.37676173,0.23005499,0.39318326,0,Industrial Goods & Services,125.86,1465700.0,SELL,-0.0876370570475131,0.016421527,0.39318326,0.016421527,2026-06-03 08:51:00
model3,2026-01-16,GEE,SELL,HOLD,0.44997448,0.25901735,0.2910082,0,Industrial Goods & Services,128.9,1260700.0,SELL,-0.1134988363072149,-0.15896627,0.44997448,-0.15896627,2026-06-03 08:51:00
model3,2026-01-19,GEE,SELL,HOLD,0.45555994,0.26051357,0.28392646,0,Industrial Goods & Services,128.9,813200.0,SELL,-0.1659425911559348,-0.17163348,0.45555994,-0.17163348,2026-06-03 08:51:00
model3,2026-01-20,GEE,SELL,HOLD,0.4076994,0.29839826,0.2939023,0,Industrial Goods & Services,121.59,492600.0,SELL,-0.096800723743729,-0.1137971,0.4076994,-0.1137971,2026-06-03 08:51:00
model3,2026-01-21,GEE,BUY,HOLD,0.34926012,0.26253554,0.38820434,0,Industrial Goods & Services,113.31,943500.0,SELL,-0.0833995234312947,0.038944215,0.38820434,0.038944215,2026-06-03 08:51:00
model3,2026-01-22,GEE,BUY,HOLD,0.3297963,0.30890736,0.36129636,0,Industrial Goods & Services,114.83,437100.0,SELL,-0.0882173648001393,0.03150004,0.36129636,0.03150004,2026-06-03 08:51:00
model3,2026-01-23,GEE,HOLD,HOLD,0.33594233,0.3441283,0.3199294,0,Industrial Goods & Services,114.27,459000.0,SELL,-0.1093900411306554,-0.016012937,0.3441283,-0.016012937,2026-06-03 08:51:00
model3,2026-01-26,GEE,BUY,HOLD,0.37839258,0.23858474,0.38302273,0,Industrial Goods & Services,107.51,246000.0,SELL,-0.1051995163240628,0.0046301484,0.38302273,0.0046301484,2026-06-03 08:51:00
model3,2026-01-27,GEE,BUY,HOLD,0.3017252,0.28467152,0.41360328,0,Industrial Goods & Services,109.82,335400.0,SELL,-0.0630122017847385,0.11187807,0.41360328,0.11187807,2026-06-03 08:51:00
model3,2026-01-28,GEE,BUY,HOLD,0.35609722,0.21972355,0.42417923,0,Industrial Goods & Services,103.86,660200.0,HOLD,-0.0135759676487579,0.068082005,0.42417923,0.068082005,2026-06-03 08:51:00
model3,2026-01-29,GEE,BUY,HOLD,0.35976925,0.2475165,0.39271423,0,Industrial Goods & Services,104.7,236200.0,SELL,-0.0591212989493791,0.032944977,0.39271423,0.032944977,2026-06-03 08:51:00
model3,2026-01-30,GEE,BUY,HOLD,0.37380186,0.23649451,0.38970366,0,Industrial Goods & Services,101.77,210200.0,SELL,-0.0873538370836199,0.015901804,0.38970366,0.015901804,2026-06-03 08:51:00
model3,2026-02-02,GEE,BUY,HOLD,0.38014463,0.21753795,0.40231743,0,Industrial Goods & Services,96.2,298700.0,SELL,-0.0848232848232848,0.022172809,0.40231743,0.022172809,2026-06-03 08:51:00
model3,2026-02-03,GEE,BUY,HOLD,0.2919453,0.19424506,0.5138096,0,Industrial Goods & Services,102.9,783700.0,SELL,-0.1247813411078717,0.22186431,0.5138096,0.22186431,2026-06-03 08:51:00
model3,2026-02-04,GEE,SELL,HOLD,0.37607896,0.25479165,0.36912936,0,Industrial Goods & Services,102.45,416300.0,SELL,-0.0824792581747193,-0.0069496036,0.37607896,-0.0069496036,2026-06-03 08:51:00
model3,2026-02-05,GEE,SELL,HOLD,0.37633014,0.24975128,0.37391856,0,Industrial Goods & Services,98.51,319300.0,SELL,-0.05715155821744,-0.0024115741,0.37633014,-0.0024115741,2026-06-03 08:51:00
model3,2026-02-06,GEE,BUY,HOLD,0.3587438,0.20365162,0.43760455,0,Industrial Goods & Services,92.88,338800.0,BUY,0.0696597760551249,0.07886076,0.43760455,0.07886076,2026-06-03 08:51:00
model3,2026-02-09,GEE,BUY,HOLD,0.39640132,0.19635533,0.4072433,0,Industrial Goods & Services,88.04,185500.0,BUY,0.192412539754657,0.0108419955,0.4072433,0.0108419955,2026-06-03 08:51:00
model3,2026-02-10,GEE,BUY,HOLD,0.34307578,0.21742405,0.43950018,0,Industrial Goods & Services,90.06,150400.0,BUY,0.1188096824339328,0.0964244,0.43950018,0.0964244,2026-06-03 08:51:00
model3,2026-02-11,GEE,BUY,HOLD,0.3492091,0.24735211,0.40343878,0,Industrial Goods & Services,94.0,244900.0,HOLD,0.0095744680851064,0.054229677,0.40343878,0.054229677,2026-06-03 08:51:00
model3,2026-02-12,GEE,SELL,HOLD,0.39921528,0.2387268,0.36205792,0,Industrial Goods & Services,92.88,194300.0,BUY,0.0933462532299742,-0.037157357,0.39921528,-0.037157357,2026-06-03 08:51:00
model3,2026-02-13,GEE,BUY,HOLD,0.31608886,0.21650353,0.46740758,0,Industrial Goods & Services,99.35,964100.0,BUY,0.0651233014594867,0.15131873,0.46740758,0.15131873,2026-06-03 08:51:00
model3,2026-02-23,GEE,SELL,HOLD,0.41580668,0.26156074,0.32263255,0,Industrial Goods & Services,104.98,640300.0,HOLD,0.0059058868355876,-0.09317413,0.41580668,-0.09317413,2026-06-03 08:51:00
model3,2026-02-24,GEE,SELL,HOLD,0.44696152,0.2965857,0.25645274,0,Industrial Goods & Services,100.76,521200.0,HOLD,-0.0167725287812625,-0.19050878,0.44696152,-0.19050878,2026-06-03 08:51:00
model3,2026-02-25,GEE,SELL,HOLD,0.37687674,0.28211683,0.34100646,0,Industrial Goods & Services,94.9,737600.0,SELL,-0.0271865121180191,-0.035870284,0.37687674,-0.035870284,2026-06-03 08:51:00
model3,2026-02-26,GEE,BUY,HOLD,0.34270978,0.25647762,0.40081263,0,Industrial Goods & Services,101.55,1530200.0,SELL,-0.0853766617429837,0.058102846,0.40081263,0.058102846,2026-06-03 08:51:00
model3,2026-02-27,GEE,SELL,HOLD,0.3984341,0.28702623,0.31453967,0,Industrial Goods & Services,105.82,1362800.0,SELL,-0.1303156303156302,-0.08389443,0.3984341,-0.08389443,2026-06-03 08:51:00
model3,2026-03-02,GEE,SELL,HOLD,0.42865348,0.2734646,0.29788187,0,Industrial Goods & Services,105.6,2964900.0,SELL,-0.1892045454545453,-0.1307716,0.42865348,-0.1307716,2026-06-03 08:51:00
model3,2026-03-03,GEE,SELL,HOLD,0.384594,0.30857807,0.30682793,0,Industrial Goods & Services,99.07,949900.0,SELL,-0.1886544867265569,-0.07776606,0.384594,-0.07776606,2026-06-03 08:51:00
model3,2026-03-04,GEE,BUY,HOLD,0.36115953,0.27693164,0.36190876,0,Industrial Goods & Services,92.32,1127000.0,SELL,-0.0688908145580589,0.0007492304,0.36190876,0.0007492304,2026-06-03 08:51:00
model3,2026-03-05,GEE,BUY,HOLD,0.31840724,0.31989512,0.3616976,0,Industrial Goods & Services,92.88,428100.0,SELL,-0.0721360895779499,0.043290377,0.3616976,0.043290377,2026-06-03 08:51:00
model3,2026-03-06,GEE,SELL,HOLD,0.3613476,0.31281638,0.32583606,0,Industrial Goods & Services,92.03,369800.0,SELL,-0.0977941975442791,-0.035511523,0.3613476,-0.035511523,2026-06-03 08:51:00
model3,2026-03-09,GEE,SELL,HOLD,0.38437802,0.2664156,0.3492064,0,Industrial Goods & Services,85.62,214100.0,SELL,-0.0467180565288484,-0.035171628,0.38437802,-0.035171628,2026-06-03 08:51:00
model3,2026-03-10,GEE,BUY,HOLD,0.37083116,0.21808319,0.4110857,0,Industrial Goods & Services,80.38,481300.0,BUY,0.1617317740731525,0.040254533,0.4110857,0.040254533,2026-06-03 08:51:00
model3,2026-03-11,GEE,BUY,HOLD,0.32337838,0.20706014,0.4695615,0,Industrial Goods & Services,85.96,893900.0,BUY,0.1036528617961844,0.1461831,0.4695615,0.1461831,2026-06-03 08:51:00
model3,2026-03-12,GEE,BUY,HOLD,0.3576212,0.24967082,0.39270803,0,Industrial Goods & Services,86.18,486800.0,BUY,0.0544209793455556,0.03508684,0.39270803,0.03508684,2026-06-03 08:51:00
model3,2026-03-13,GEE,SELL,HOLD,0.3868778,0.24857013,0.3645521,0,Industrial Goods & Services,83.03,387000.0,HOLD,0.0201132120920148,-0.022325695,0.3868778,-0.022325695,2026-06-03 08:51:00
model3,2026-03-16,GEE,SELL,HOLD,0.38235405,0.23878916,0.37885678,0,Industrial Goods & Services,81.62,367900.0,BUY,0.088826268071551,-0.0034972727,0.38235405,-0.0034972727,2026-06-03 08:51:00
model3,2026-03-18,GEE,BUY,HOLD,0.36845055,0.23564686,0.39590263,0,Industrial Goods & Services,93.38,2025300.0,HOLD,-0.0061040908117369,0.027452081,0.39590263,0.027452081,2026-06-03 08:51:00
model3,2026-03-19,GEE,SELL,HOLD,0.4420269,0.2690369,0.2889362,0,Industrial Goods & Services,94.87,733100.0,HOLD,0.0180246653315061,-0.15309072,0.4420269,-0.15309072,2026-06-03 08:51:00
model3,2026-03-20,GEE,SELL,HOLD,0.41581896,0.29364744,0.2905336,0,Industrial Goods & Services,90.87,609100.0,BUY,0.0855067679102012,-0.12528536,0.41581896,-0.12528536,2026-06-03 08:51:00
model3,2026-03-27,GEE,SELL,HOLD,0.36633724,0.2824594,0.35120332,0,Industrial Goods & Services,98.64,865900.0,BUY,0.1257096512570965,-0.015133917,0.36633724,-0.015133917,2026-06-03 08:51:00
model3,2026-03-30,GEE,BUY,HOLD,0.3532215,0.1971344,0.44964406,0,Industrial Goods & Services,105.5,1862700.0,BUY,0.0726066350710901,0.09642255,0.44964406,0.09642255,2026-06-03 08:51:00
model3,2026-03-31,GEE,BUY,HOLD,0.34501827,0.19693984,0.45804197,0,Industrial Goods & Services,112.87,2040300.0,SELL,-0.0481084433418977,0.1130237,0.45804197,0.1130237,2026-06-03 08:51:00
model3,2026-04-01,GEE,SELL,HOLD,0.5118164,0.18531011,0.3028735,0,Industrial Goods & Services,118.3,2116100.0,SELL,-0.0304311073541841,-0.20894289,0.5118164,-0.20894289,2026-06-03 08:51:00
model3,2026-04-02,GEE,SELL,HOLD,0.48179793,0.1915278,0.32667425,0,Industrial Goods & Services,119.05,1300300.0,SELL,-0.0614867702645947,-0.15512368,0.48179793,-0.15512368,2026-06-03 08:51:00
model3,2026-04-03,GEE,SELL,HOLD,0.45362458,0.23172314,0.31465226,0,Industrial Goods & Services,111.04,827900.0,HOLD,0.0082853025936597,-0.13897231,0.45362458,-0.13897231,2026-06-03 08:51:00
model3,2026-04-06,GEE,SELL,HOLD,0.43564755,0.25006264,0.31428975,0,Industrial Goods & Services,113.16,981000.0,HOLD,-0.0035348179568751,-0.1213578,0.43564755,-0.1213578,2026-06-03 08:51:00
model3,2026-04-07,GEE,SELL,HOLD,0.42151043,0.2487889,0.32970068,0,Industrial Goods & Services,107.44,751500.0,BUY,0.0372300819061801,-0.09180975,0.42151043,-0.09180975,2026-06-03 08:51:00
model3,2026-04-08,GEE,BUY,HOLD,0.37274903,0.2312723,0.39597872,0,Industrial Goods & Services,114.7,1038500.0,SELL,-0.0308631211857018,0.023229688,0.39597872,0.023229688,2026-06-03 08:51:00
model3,2026-04-09,GEE,SELL,HOLD,0.43314466,0.2603511,0.30650428,0,Industrial Goods & Services,111.73,512600.0,SELL,-0.042960708851696,-0.12664038,0.43314466,-0.12664038,2026-06-03 08:51:00
model3,2026-04-10,GEE,BUY,HOLD,0.3470409,0.29086757,0.36209154,0,Industrial Goods & Services,111.96,600900.0,SELL,-0.0836906037870667,0.01505065,0.36209154,0.01505065,2026-06-03 08:51:00
model3,2026-04-13,GEE,SELL,HOLD,0.39490557,0.2640022,0.34109223,0,Industrial Goods & Services,112.76,767100.0,SELL,-0.0268712309329549,-0.05381334,0.39490557,-0.05381334,2026-06-03 08:51:00
model3,2026-04-14,GEE,SELL,HOLD,0.36018604,0.30977628,0.3300377,0,Industrial Goods & Services,111.44,460400.0,SELL,-0.0358937544867192,-0.030148327,0.36018604,-0.030148327,2026-06-03 08:51:00
model3,2026-04-15,GEE,BUY,HOLD,0.34051114,0.31787294,0.3416159,0,Industrial Goods & Services,111.16,728300.0,SELL,-0.062252608852105,0.0011047423,0.3416159,0.0011047423,2026-06-03 08:51:00
model3,2026-04-16,GEE,SELL,HOLD,0.37568927,0.32300416,0.30130655,0,Industrial Goods & Services,106.93,654600.0,SELL,-0.0491910595716824,-0.07438272,0.37568927,-0.07438272,2026-06-03 08:51:00
model3,2026-04-17,GEE,SELL,HOLD,0.36464515,0.2996214,0.33573344,0,Industrial Goods & Services,102.59,577400.0,SELL,-0.0251486499658836,-0.02891171,0.36464515,-0.02891171,2026-06-03 08:51:00
model3,2026-04-20,GEE,BUY,HOLD,0.32387277,0.2428842,0.43324298,0,Industrial Goods & Services,109.73,1542300.0,SELL,-0.0781007928551901,0.1093702,0.43324298,0.1093702,2026-06-03 08:51:00
model3,2026-04-21,GEE,SELL,HOLD,0.39861155,0.3125796,0.28880885,0,Industrial Goods & Services,107.44,781100.0,SELL,-0.069620253164557,-0.10980269,0.39861155,-0.10980269,2026-06-03 08:51:00
