time,symbol,low
2023-07-07 07:00:00,DBD,39.42
2023-07-10 07:00:00,DBD,39.42
2023-07-11 07:00:00,DBD,40.11
2023-07-12 07:00:00,DBD,39.57
2023-07-13 07:00:00,DBD,39.57
2023-07-14 07:00:00,DBD,39.34
2023-07-17 07:00:00,DBD,39.19
2023-07-18 07:00:00,DBD,39.34
2023-07-19 07:00:00,DBD,40.11
2023-07-20 07:00:00,DBD,40.5
2023-07-21 07:00:00,DBD,40.11
2023-07-24 07:00:00,DBD,40.11
2023-07-25 07:00:00,DBD,41.35
2023-07-26 07:00:00,DBD,40.89
2023-07-27 07:00:00,DBD,40.11
2023-07-28 07:00:00,DBD,40.19
2023-07-31 07:00:00,DBD,40.27
2023-08-01 07:00:00,DBD,39.03
2023-08-02 07:00:00,DBD,38.65
2023-08-03 07:00:00,DBD,38.88
2023-08-04 07:00:00,DBD,38.8
2023-08-07 07:00:00,DBD,38.73
2023-08-08 07:00:00,DBD,38.65
2023-08-09 07:00:00,DBD,38.73
2023-08-10 07:00:00,DBD,39.03
2023-08-11 07:00:00,DBD,38.73
2023-08-14 07:00:00,DBD,38.8
2023-08-15 07:00:00,DBD,38.96
2023-08-16 07:00:00,DBD,39.57
2023-08-17 07:00:00,DBD,39.42
2023-08-18 07:00:00,DBD,39.5
2023-08-21 07:00:00,DBD,38.96
2023-08-22 07:00:00,DBD,38.57
2023-08-23 07:00:00,DBD,39.03
2023-08-24 07:00:00,DBD,39.27
2023-08-25 07:00:00,DBD,39.19
2023-08-28 07:00:00,DBD,39.34
2023-08-29 07:00:00,DBD,39.5
2023-08-30 07:00:00,DBD,39.27
2023-08-31 07:00:00,DBD,39.03
2023-09-05 07:00:00,DBD,39.34
2023-09-06 07:00:00,DBD,39.42
2023-09-07 07:00:00,DBD,40.5
2023-09-08 07:00:00,DBD,40.35
2023-09-11 07:00:00,DBD,40.04
2023-09-12 07:00:00,DBD,40.35
2023-09-13 07:00:00,DBD,40.58
2023-09-14 07:00:00,DBD,40.58
2023-09-15 07:00:00,DBD,40.81
2023-09-18 07:00:00,DBD,41.73
2023-09-19 07:00:00,DBD,41.97
2023-09-20 07:00:00,DBD,42.12
2023-09-21 07:00:00,DBD,42.12
2023-09-22 07:00:00,DBD,41.58
2023-09-25 07:00:00,DBD,41.81
2023-09-26 07:00:00,DBD,41.35
2023-09-27 07:00:00,DBD,41.66
2023-09-28 07:00:00,DBD,41.43
2023-09-29 07:00:00,DBD,42.43
2023-10-02 07:00:00,DBD,42.12
2023-10-03 07:00:00,DBD,42.35
2023-10-04 07:00:00,DBD,43.74
2023-10-05 07:00:00,DBD,43.2
2023-10-06 07:00:00,DBD,43.2
2023-10-09 07:00:00,DBD,44.05
2023-10-10 07:00:00,DBD,44.2
2023-10-11 07:00:00,DBD,44.74
2023-10-12 07:00:00,DBD,44.59
2023-10-13 07:00:00,DBD,43.43
2023-10-16 07:00:00,DBD,44.43
2023-10-17 07:00:00,DBD,45.28
2023-10-18 07:00:00,DBD,45.36
2023-10-19 07:00:00,DBD,44.82
2023-10-20 07:00:00,DBD,44.9
2023-10-23 07:00:00,DBD,43.89
2023-10-24 07:00:00,DBD,44.59
2023-10-25 07:00:00,DBD,44.82
2023-10-26 07:00:00,DBD,42.51
2023-10-27 07:00:00,DBD,43.51
2023-10-30 07:00:00,DBD,44.82
2023-10-31 07:00:00,DBD,44.43
2023-11-01 07:00:00,DBD,44.59
2023-11-02 07:00:00,DBD,44.97
2023-11-03 07:00:00,DBD,44.9
2023-11-06 07:00:00,DBD,44.59
2023-11-07 07:00:00,DBD,44.59
2023-11-08 07:00:00,DBD,44.2
2023-11-09 07:00:00,DBD,44.59
2023-11-10 07:00:00,DBD,44.74
2023-11-13 07:00:00,DBD,44.59
2023-11-14 07:00:00,DBD,44.28
2023-11-15 07:00:00,DBD,44.05
2023-11-16 07:00:00,DBD,43.97
2023-11-17 07:00:00,DBD,43.74
2023-11-20 07:00:00,DBD,43.28
2023-11-21 07:00:00,DBD,43.43
2023-11-22 07:00:00,DBD,43.89
2023-11-23 07:00:00,DBD,43.74
2023-11-24 07:00:00,DBD,43.35
2023-11-28 07:00:00,DBD,42.51
2023-11-29 07:00:00,DBD,41.66
2023-11-30 07:00:00,DBD,45.44
2023-12-01 07:00:00,DBD,44.51
2023-12-04 07:00:00,DBD,44.59
2023-12-05 07:00:00,DBD,44.51
2023-12-06 07:00:00,DBD,44.13
2023-12-07 07:00:00,DBD,44.2
2023-12-08 07:00:00,DBD,43.74
2023-12-11 07:00:00,DBD,43.28
2023-12-12 07:00:00,DBD,43.35
2023-12-13 07:00:00,DBD,42.97
2023-12-14 07:00:00,DBD,42.81
2023-12-15 07:00:00,DBD,41.81
2023-12-18 07:00:00,DBD,41.27
2023-12-19 07:00:00,DBD,41.5
2023-12-20 07:00:00,DBD,41.27
2023-12-21 07:00:00,DBD,40.96
2023-12-22 07:00:00,DBD,40.89
2023-12-25 07:00:00,DBD,41.12
2023-12-26 07:00:00,DBD,40.89
2023-12-27 07:00:00,DBD,41.27
2023-12-28 07:00:00,DBD,41.19
2023-12-29 07:00:00,DBD,41.27
2024-01-02 07:00:00,DBD,40.58
2024-01-03 07:00:00,DBD,40.42
2024-01-04 07:00:00,DBD,40.89
2024-01-05 07:00:00,DBD,41.27
2024-01-08 07:00:00,DBD,40.73
2024-01-09 07:00:00,DBD,40.81
2024-01-10 07:00:00,DBD,40.65
2024-01-11 07:00:00,DBD,40.35
2024-01-12 07:00:00,DBD,40.65
2024-01-15 07:00:00,DBD,40.73
2024-01-16 07:00:00,DBD,40.42
2024-01-17 07:00:00,DBD,40.89
2024-01-18 07:00:00,DBD,40.65
2024-01-19 07:00:00,DBD,40.96
2024-01-22 07:00:00,DBD,40.96
2024-01-23 07:00:00,DBD,41.12
2024-01-24 07:00:00,DBD,41.04
2024-01-25 07:00:00,DBD,41.04
2024-01-26 07:00:00,DBD,40.35
2024-01-29 07:00:00,DBD,40.35
2024-01-30 07:00:00,DBD,40.5
2024-01-31 07:00:00,DBD,40.5
2024-02-01 07:00:00,DBD,40.35
2024-02-02 07:00:00,DBD,41.04
2024-02-05 07:00:00,DBD,40.73
2024-02-06 07:00:00,DBD,40.96
2024-02-07 07:00:00,DBD,41.12
2024-02-15 07:00:00,DBD,41.35
2024-02-16 07:00:00,DBD,41.43
2024-02-19 07:00:00,DBD,41.12
2024-02-20 07:00:00,DBD,41.19
2024-02-21 07:00:00,DBD,41.27
2024-02-22 07:00:00,DBD,41.19
2024-02-23 07:00:00,DBD,41.35
2024-02-26 07:00:00,DBD,41.5
2024-02-27 07:00:00,DBD,41.58
2024-02-29 07:00:00,DBD,41.81
2024-03-01 07:00:00,DBD,42.2
2024-03-04 07:00:00,DBD,42.43
2024-03-05 07:00:00,DBD,42.27
2024-03-06 07:00:00,DBD,42.43
2024-03-07 07:00:00,DBD,42.35
2024-03-08 07:00:00,DBD,41.97
2024-03-11 07:00:00,DBD,42.04
2024-03-12 07:00:00,DBD,42.35
2024-03-13 07:00:00,DBD,42.35
2024-03-14 07:00:00,DBD,42.2
2024-03-15 07:00:00,DBD,42.12
2024-03-18 07:00:00,DBD,43.59
2024-03-19 07:00:00,DBD,43.35
2024-03-20 07:00:00,DBD,43.2
2024-03-21 07:00:00,DBD,43.35
2024-03-22 07:00:00,DBD,42.66
2024-03-25 07:00:00,DBD,42.81
2024-03-26 07:00:00,DBD,42.81
2024-03-27 07:00:00,DBD,42.89
2024-03-28 07:00:00,DBD,42.89
2024-03-29 07:00:00,DBD,42.81
2024-04-01 07:00:00,DBD,42.74
2024-04-02 07:00:00,DBD,42.35
2024-04-03 07:00:00,DBD,42.35
2024-04-04 07:00:00,DBD,42.66
2024-04-05 07:00:00,DBD,42.27
2024-04-08 07:00:00,DBD,41.89
2024-04-09 07:00:00,DBD,41.81
2024-04-10 07:00:00,DBD,41.5
2024-04-11 07:00:00,DBD,41.43
2024-04-12 07:00:00,DBD,41.35
2024-04-15 07:00:00,DBD,41.27
2024-04-16 07:00:00,DBD,40.5
2024-04-17 07:00:00,DBD,40.65
2024-04-19 07:00:00,DBD,40.27
2024-04-22 07:00:00,DBD,41.19
2024-04-23 07:00:00,DBD,40.5
2024-04-24 07:00:00,DBD,41.04
2024-04-25 07:00:00,DBD,40.58
2024-04-26 07:00:00,DBD,40.58
2024-05-02 07:00:00,DBD,40.89
2024-05-03 07:00:00,DBD,40.65
2024-05-06 07:00:00,DBD,40.65
2024-05-07 07:00:00,DBD,40.5
2024-05-08 07:00:00,DBD,40.65
2024-05-09 07:00:00,DBD,40.58
2024-05-10 07:00:00,DBD,40.5
2024-05-13 07:00:00,DBD,40.5
2024-05-14 07:00:00,DBD,40.5
2024-05-15 07:00:00,DBD,40.35
2024-05-16 07:00:00,DBD,40.27
2024-05-17 07:00:00,DBD,40.5
2024-05-20 07:00:00,DBD,40.19
2024-05-21 07:00:00,DBD,40.35
2024-05-22 07:00:00,DBD,40.42
2024-05-23 07:00:00,DBD,40.35
2024-05-24 07:00:00,DBD,38.57
2024-05-27 07:00:00,DBD,40.11
2024-05-28 07:00:00,DBD,40.11
2024-05-29 07:00:00,DBD,40.5
2024-05-30 07:00:00,DBD,40.11
2024-05-31 07:00:00,DBD,40.11
2024-06-03 07:00:00,DBD,40.42
2024-06-04 07:00:00,DBD,40.11
2024-06-05 07:00:00,DBD,40.35
2024-06-06 07:00:00,DBD,40.89
2024-06-07 07:00:00,DBD,41.27
2024-06-10 07:00:00,DBD,41.12
2024-06-11 07:00:00,DBD,40.89
2024-06-12 07:00:00,DBD,40.89
2024-06-13 07:00:00,DBD,41.12
2024-06-14 07:00:00,DBD,40.89
2024-06-17 07:00:00,DBD,40.96
2024-06-18 07:00:00,DBD,40.96
2024-06-19 07:00:00,DBD,40.79
2024-06-20 07:00:00,DBD,40.31
2024-06-21 07:00:00,DBD,40.21
2024-06-24 07:00:00,DBD,38.76
2024-06-25 07:00:00,DBD,39.15
2024-06-26 07:00:00,DBD,39.1
2024-06-27 07:00:00,DBD,39.1
2024-06-28 07:00:00,DBD,37.61
2024-07-01 07:00:00,DBD,38.19
2024-07-02 07:00:00,DBD,38.09
2024-07-03 07:00:00,DBD,37.8
2024-07-04 07:00:00,DBD,38.09
2024-07-05 07:00:00,DBD,38.67
2024-07-08 07:00:00,DBD,38.62
2024-07-09 07:00:00,DBD,38.57
2024-07-10 07:00:00,DBD,39.05
2024-07-11 07:00:00,DBD,39.44
2024-07-12 07:00:00,DBD,40.02
2024-07-15 07:00:00,DBD,40.11
2024-07-16 07:00:00,DBD,40.5
2024-07-17 07:00:00,DBD,43.2
2024-07-18 07:00:00,DBD,41.46
2024-07-19 07:00:00,DBD,40.5
2024-07-22 07:00:00,DBD,39.05
2024-07-23 07:00:00,DBD,39.73
2024-07-24 07:00:00,DBD,39.54
2024-07-25 07:00:00,DBD,38.62
2024-07-26 07:00:00,DBD,40.5
2024-07-29 07:00:00,DBD,40.21
2024-07-30 07:00:00,DBD,39.83
2024-07-31 07:00:00,DBD,39.92
2024-08-01 07:00:00,DBD,39.34
2024-08-02 07:00:00,DBD,39.1
2024-08-05 07:00:00,DBD,38.96
2024-08-06 07:00:00,DBD,39.01
2024-08-07 07:00:00,DBD,39.01
2024-08-08 07:00:00,A@,38.67
2024-08-09 07:00:00,DBD,38.57
2024-08-12 07:00:00,DBD,38.57
2024-08-13 07:00:00,DBD,39.1
2024-08-14 07:00:00,DBD,39.34
2024-08-15 07:00:00,DBD,38.57
2024-08-16 07:00:00,DBD,38.72
2024-08-19 07:00:00,DBD,39.2
2024-08-20 07:00:00,DBD,39.05
2024-08-21 07:00:00,DBD,38.96
2024-08-22 07:00:00,DBD,39.25
2024-08-23 07:00:00,DBD,39.44
2024-08-26 07:00:00,DBD,39.44
2024-08-27 07:00:00,DBD,39.44
2024-08-28 07:00:00,DBD,39.44
2024-08-29 07:00:00,DBD,39.54
2024-08-30 07:00:00,DBD,39.39
2024-09-04 07:00:00,DBD,39.34
2024-09-05 07:00:00,DBD,39.25
2024-09-06 07:00:00,DBD,39.29
2024-09-09 07:00:00,DBD,39.34
2024-09-10 07:00:00,DBD,39.29
2024-09-11 07:00:00,DBD,39.34
2024-09-12 07:00:00,DBD,40.07
2024-09-13 07:00:00,DBD,41.13
2024-09-16 07:00:00,DBD,40.16
2024-09-17 07:00:00,DBD,40.02
2024-09-18 07:00:00,DBD,40.21
2024-09-19 07:00:00,DBD,40.02
2024-09-20 07:00:00,DBD,40.5
2024-09-23 07:00:00,DBD,40.98
2024-09-24 07:00:00,DBD,41.42
2024-09-25 07:00:00,DBD,42.24
2024-09-26 07:00:00,DBD,41.51
2024-09-27 07:00:00,DBD,42.43
2024-09-30 07:00:00,DBD,43.15
2024-10-01 07:00:00,DBD,43.2
2024-10-02 07:00:00,DBD,43.25
2024-10-03 07:00:00,DBD,43.39
2024-10-04 07:00:00,DBD,43.2
2024-10-07 07:00:00,DBD,43.34
2024-10-08 07:00:00,DBD,43.1
2024-10-09 07:00:00,DBD,46.33
2024-10-10 07:00:00,DBD,45.32
2024-10-11 07:00:00,DBD,45.32
2024-10-14 07:00:00,DBD,45.9
2024-10-15 07:00:00,DBD,46.86
2024-10-16 07:00:00,DBD,46.77
2024-10-17 07:00:00,DBD,46.96
2024-10-18 07:00:00,DBD,47.06
2024-10-21 07:00:00,DBD,46.38
2024-10-22 07:00:00,DBD,45.76
2024-10-23 07:00:00,DBD,45.8
2024-10-24 07:00:00,DBD,46.29
2024-10-25 07:00:00,DBD,47.25
2024-10-28 07:00:00,DBD,48.02
2024-10-29 07:00:00,DBD,47.54
2024-10-30 07:00:00,DBD,47.25
2024-10-31 07:00:00,DBD,47.3
2024-11-01 07:00:00,DBD,47.35
2024-11-04 07:00:00,DBD,46.82
2024-11-05 07:00:00,DBD,46.38
2024-11-06 07:00:00,DBD,47.39
2024-11-07 07:00:00,DBD,47.35
2024-11-08 07:00:00,DBD,46.77
2024-11-11 07:00:00,DBD,46.29
2024-11-12 07:00:00,DBD,46.29
2024-11-13 07:00:00,DBD,46.09
2024-11-14 07:00:00,DBD,46.14
2024-11-15 07:00:00,DBD,45.76
2024-11-18 07:00:00,DBD,45.61
2024-11-19 07:00:00,DBD,45.03
2024-11-20 07:00:00,DBD,44.79
2024-11-21 07:00:00,DBD,45.13
2024-11-22 07:00:00,DBD,45.66
2024-11-25 07:00:00,DBD,47.25
2024-11-26 07:00:00,DBD,47.06
2024-11-27 07:00:00,DBD,46.86
2024-11-28 07:00:00,DBD,48.07
2024-11-29 07:00:00,DBD,52.07
2024-12-02 07:00:00,DBD,53.61
2024-12-03 07:00:00,DBD,54.58
2024-12-04 07:00:00,DBD,55.35
2024-12-05 07:00:00,DBD,54.96
2024-12-06 07:00:00,DBD,55.16
2024-12-09 07:00:00,DBD,55.93
2024-12-10 07:00:00,DBD,57.38
2024-12-11 07:00:00,DBD,55.74
2024-12-12 07:00:00,DBD,56.22
2024-12-13 07:00:00,DBD,54.0
2024-12-16 07:00:00,DBD,53.9
2024-12-17 07:00:00,DBD,55.64
2024-12-18 07:00:00,DBD,56.89
2024-12-19 07:00:00,DBD,55.93
2024-12-20 07:00:00,DBD,56.31
2024-12-23 07:00:00,DBD,57.86
2024-12-24 07:00:00,DBD,58.05
2024-12-25 07:00:00,DBD,55.25
2024-12-26 07:00:00,DBD,55.64
2024-12-27 07:00:00,DBD,55.45
2024-12-30 07:00:00,DBD,54.87
2024-12-31 07:00:00,DBD,55.06
2025-01-02 07:00:00,DBD,55.54
2025-01-03 07:00:00,DBD,56.12
2025-01-06 07:00:00,DBD,55.06
2025-01-07 07:00:00,DBD,55.45
2025-01-08 07:00:00,DBD,55.54
2025-01-09 07:00:00,DBD,56.12
2025-01-10 07:00:00,DBD,56.7
2025-01-13 07:00:00,DBD,56.03
2025-01-14 07:00:00,DBD,56.6
2025-01-15 07:00:00,DBD,56.89
2025-01-16 07:00:00,DBD,58.15
2025-01-17 07:00:00,DBD,58.24
2025-01-20 07:00:00,DBD,58.63
2025-01-21 07:00:00,DBD,56.51
2025-01-22 07:00:00,DBD,55.93
2025-01-24 07:00:00,DBD,55.16
2025-02-03 07:00:00,DBD,54.68
2025-02-04 07:00:00,DBD,55.74
2025-02-05 07:00:00,DBD,56.22
2025-02-06 07:00:00,DBD,55.93
2025-02-07 07:00:00,DBD,56.7
2025-02-10 07:00:00,DBD,56.03
2025-02-11 07:00:00,DBD,56.31
2025-02-12 07:00:00,DBD,57.18
2025-02-13 07:00:00,DBD,56.99
2025-02-14 07:00:00,DBD,56.99
2025-02-17 07:00:00,DBD,57.38
2025-02-18 07:00:00,DBD,57.66
2025-02-19 07:00:00,DBD,55.25
2025-02-20 07:00:00,DBD,55.93
2025-02-21 07:00:00,DBD,55.93
2025-02-24 07:00:00,DBD,56.12
2025-02-25 07:00:00,DBD,55.93
2025-02-26 07:00:00,DBD,55.93
2025-02-27 07:00:00,DBD,56.22
2025-02-28 07:00:00,DBD,56.12
2025-03-03 07:00:00,DBD,55.93
2025-03-04 07:00:00,DBD,55.93
2025-03-05 07:00:00,DBD,55.06
2025-03-06 07:00:00,DBD,55.16
2025-03-07 07:00:00,DBD,55.35
2025-03-10 07:00:00,DBD,54.68
2025-03-11 07:00:00,DBD,54.48
2025-03-12 07:00:00,,54.77
2025-03-13 07:00:00,DBD,54.96
2025-03-14 07:00:00,DBD,54.68
2025-03-17 07:00:00,DBD,54.0
2025-03-18 07:00:00,DBD,54.19
2025-03-19 07:00:00,DBD,54.96
2025-03-20 07:00:00,DBD,55.64
2025-03-21 07:00:00,DBD,55.64
2025-03-24 07:00:00,DBD,53.81
2025-03-25 07:00:00,DBD,53.9
2025-03-26 07:00:00,DBD,52.17
2025-03-27 07:00:00,DBD,53.04
2025-03-28 07:00:00,DBD,52.46
2025-03-31 07:00:00,DBD,51.3
2025-04-01 07:00:00,DBD,51.59
2025-04-02 07:00:00,DBD,51.59
2025-04-03 07:00:00,DBD,48.02
2025-04-04 07:00:00,DBD,44.84
2025-04-08 07:00:00,DBD,43.06
2025-04-09 07:00:00,DBD,40.5
2025-04-10 07:00:00,DBD,47.2
2025-04-11 07:00:00,DBD,47.2
2025-04-14 07:00:00,DBD,48.99
2025-04-15 07:00:00,DBD,47.88
2025-04-16 07:00:00,DBD,47.35
2025-04-17 07:00:00,DBD,46.86
2025-04-18 07:00:00,DBD,47.25
2025-04-21 07:00:00,DBD,47.06
2025-04-22 07:00:00,DBD,45.51
2025-04-23 07:00:00,DBD,45.9
2025-04-24 07:00:00,DBD,46.19
2025-04-25 07:00:00,DBD,45.61
2025-04-28 07:00:00,DBD,46.29
2025-04-29 07:00:00,DBD,46.43
2025-05-05 07:00:00,DBD,47.88
2025-05-06 07:00:00,DBD,48.41
2025-05-07 07:00:00,DBD,48.5
2025-05-08 07:00:00,DBD,48.5
2025-05-09 07:00:00,DBD,48.41
2025-05-12 07:00:00,DBD,48.12
2025-05-13 07:00:00,DBD,47.49
2025-05-14 07:00:00,DBD,47.93
2025-05-15 07:00:00,DBD,47.83
2025-05-16 07:00:00,DBD,47.44
2025-05-19 07:00:00,DBD,48.6
2025-05-20 07:00:00,DBD,49.28
2025-05-21 07:00:00,DBD,49.08
2025-05-22 07:00:00,DBD,48.79
2025-05-23 07:00:00,,49.18
2025-05-26 07:00:00,DBD,47.3
2025-05-27 07:00:00,DBD,49.85
2025-05-28 07:00:00,DBD,49.76
2025-05-29 07:00:00,DBD,49.95
2025-05-30 07:00:00,DBD,49.76
2025-06-02 07:00:00,DBD,49.76
2025-06-03 07:00:00,DBD,50.63
2025-06-04 07:00:00,DBD,51.49
2025-06-05 07:00:00,DBD,52.26
2025-06-06 07:00:00,DBD,51.69
2025-06-09 07:00:00,DBD,51.11
2025-06-10 07:00:00,DBD,51.88
2025-06-11 07:00:00,DBD,52.46
2025-06-12 07:00:00,DBD,51.88
2025-06-13 07:00:00,DBD,51.78
2025-06-16 07:00:00,DBD,52.75
2025-06-17 07:00:00,DBD,52.65
2025-06-18 07:00:00,DBD,52.36
2025-06-19 07:00:00,DBD,52.75
2025-06-20 07:00:00,DBD,54.48
2025-06-23 07:00:00,DBD,54.0
2025-06-24 07:00:00,DBD,53.9
2025-06-25 07:00:00,DBD,53.52
2025-06-26 07:00:00,DBD,53.9
2025-06-27 07:00:00,DBD,53.71
2025-06-30 07:00:00,DBD,51.2
2025-07-01 07:00:00,DBD,53.4
2025-07-02 07:00:00,DBD,53.8
2025-07-03 07:00:00,DBD,53.5
2025-07-04 07:00:00,DBD,53.9
2025-07-07 07:00:00,DBD,54.0
2025-07-08 07:00:00,DBD,53.9
2025-07-09 07:00:00,DBD,54.5
2025-07-10 07:00:00,DBD,54.1
2025-07-11 07:00:00,DBD,54.2
2025-07-14 07:00:00,DBD,54.5
2025-07-15 07:00:00,DBD,54.6
2025-07-16 07:00:00,DBD,55.2
2025-07-17 07:00:00,DBD,54.9
2025-07-18 07:00:00,DBD,54.8
2025-07-21 07:00:00,DBD,55.0
2025-07-22 07:00:00,DBD,54.6
2025-07-23 07:00:00,DBD,55.0
2025-07-24 07:00:00,DBD,54.8
2025-07-25 07:00:00,DBD,54.9
2025-07-28 07:00:00,DBD,55.4
2025-07-29 07:00:00,DBD,55.2
2025-07-30 07:00:00,DBD,54.8
2025-07-31 07:00:00,DBD,54.9
2025-08-01 07:00:00,DBD,54.8
2025-08-04 07:00:00,DBD,54.6
2025-08-05 07:00:00,DBD,54.6
2025-08-06 07:00:00,DBD,54.8
2025-08-07 07:00:00,DBD,54.6
2025-08-08 07:00:00,DBD,54.7
2025-08-11 07:00:00,DBD,54.6
2025-08-12 07:00:00,DBD,54.6
2025-08-13 07:00:00,DBD,54.5
2025-08-14 07:00:00,DBD,54.8
2025-08-15 07:00:00,DBD,54.3
2025-08-18 07:00:00,DBD,54.2
2025-08-19 07:00:00,DBD,54.4
2025-08-20 07:00:00,DBD,54.2
2025-08-21 07:00:00,DBD,54.3
2025-08-22 07:00:00,DBD,53.9
2025-08-25 07:00:00,DBD,52.2
2025-08-26 07:00:00,DBD,52.3
2025-08-27 07:00:00,DBD,52.6
2025-08-28 07:00:00,DBD,52.5
2025-08-29 07:00:00,DBD,52.8
2025-09-03 07:00:00,DBD,52.4
2025-09-04 07:00:00,DBD,52.7
2025-09-05 07:00:00,DBD,52.3
2025-09-08 07:00:00,DBD,53.0
2025-09-09 07:00:00,DBD,52.6
2025-09-10 07:00:00,DBD,53.0
2025-09-12 07:00:00,DBD,53.6
2025-09-15 07:00:00,DBD,53.5
2025-09-16 07:00:00,DBD,53.9
2025-09-17 07:00:00,DBD,53.7
2025-09-18 07:00:00,DBD,53.7
2025-09-19 07:00:00,DBD,53.8
2025-09-22 07:00:00,DBD,53.3
2025-09-23 07:00:00,DBD,53.8
2025-09-24 07:00:00,DBD,53.8
2025-09-25 07:00:00,DBD,53.8
2025-09-26 07:00:00,DBD,53.6
2025-09-29 07:00:00,DBD,53.5
2025-09-30 07:00:00,DBD,53.7
2025-10-01 07:00:00,DBD,53.6
2025-10-02 07:00:00,DBD,53.5
2025-10-03 07:00:00,DBD,53.6
2025-10-06 07:00:00,DBD,53.9
2025-10-07 07:00:00,DBD,54.0
2025-10-08 07:00:00,DBD,54.0
2025-10-09 07:00:00,DBD,53.9
2025-10-10 07:00:00,DBD,53.8
2025-10-13 07:00:00,DBD,53.5
2025-10-14 07:00:00,DBD,53.8
2025-10-15 07:00:00,DBD,53.8
2025-10-16 07:00:00,DBD,53.7
2025-10-17 07:00:00,DBD,53.7
2025-10-20 07:00:00,DBD,53.3
2025-10-21 07:00:00,DBD,52.5
2025-10-22 07:00:00,DBD,52.5
2025-10-23 07:00:00,DBD,52.6
2025-10-24 07:00:00,DBD,52.5
2025-10-27 07:00:00,DBD,52.8
2025-10-28 07:00:00,DBD,51.8
2025-10-29 07:00:00,DBD,52.1
2025-10-30 07:00:00,DBD,52.0
2025-10-31 07:00:00,DBD,52.0
2025-11-04 07:00:00,DBD,51.6
2025-11-05 07:00:00,DBD,51.8
2025-11-06 07:00:00,DBD,51.1
2025-11-07 07:00:00,DBD,51.4
2025-11-10 07:00:00,DBD,51.5
2025-11-11 07:00:00,123,51.2
2025-11-12 07:00:00,DBD,51.5
2025-11-13 07:00:00,DBD,51.3
2025-11-14 07:00:00,DBD,51.3
2025-11-17 07:00:00,DBD,51.5
2025-11-18 07:00:00,DBD,51.3
2025-11-19 07:00:00,DBD,51.2
2025-11-20 07:00:00,DBD,51.2
2025-11-21 07:00:00,DBD,50.7
2025-11-24 07:00:00,DBD,50.6
2025-11-25 07:00:00,DBD,50.5
2025-11-26 07:00:00,DBD,50.6
2025-11-27 07:00:00,DBD,50.2
2025-11-28 07:00:00,DBD,50.2
2025-12-01 07:00:00,DBD,50.0
2025-12-02 07:00:00,DBD,49.8
2025-12-03 07:00:00,DBD,50.0
2025-12-04 07:00:00,DBD,50.0
2025-12-05 07:00:00,DBD,50.1
2025-12-08 07:00:00,DBD,49.9
2025-12-09 07:00:00,DBD,49.8
2025-12-10 07:00:00,DBD,49.8
2025-12-11 07:00:00,???,46.6
2025-12-12 07:00:00,DBD,49.0
2025-12-15 07:00:00,DBD,47.5
2025-12-16 07:00:00,DBD,47.1
2025-12-17 07:00:00,DBD,48.0
2025-12-18 07:00:00,DBD,48.6
2025-12-19 07:00:00,DBD,48.0
2025-12-22 07:00:00,DBD,47.9
2025-12-23 07:00:00,DBD,48.25
2025-12-24 07:00:00,DBD,47.6
2025-12-25 07:00:00,DBD,48.0
2025-12-26 07:00:00,DBD,47.95
2025-12-29 07:00:00,DBD,48.05
2025-12-30 07:00:00,DBD,48.1
2025-12-31 07:00:00,DBD,48.25
2026-01-05 07:00:00,DBD,48.0
2026-01-06 07:00:00,DBD,47.95
2026-01-07 07:00:00,DBD,48.0
2026-01-08 07:00:00,DBD,48.05
2026-01-09 07:00:00,DBD,48.3
2026-01-12 07:00:00,DBD,48.5
2026-01-13 07:00:00,DBD,48.0
2026-01-14 07:00:00,DBD,48.1
2026-01-15 07:00:00,DBD,49.5
2026-01-16 07:00:00,DBD,49.4
2026-01-19 07:00:00,DBD,51.4
2026-01-20 07:00:00,DBD,51.2
2026-01-21 07:00:00,DBD,51.0
2026-01-22 07:00:00,DBD,51.8
2026-01-23 07:00:00,DBD,51.2
2026-01-26 07:00:00,DBD,51.3
2026-01-27 07:00:00,DBD,51.2
2026-01-28 07:00:00,DBD,51.0
2026-01-29 07:00:00,DBD,51.4
2026-01-30 07:00:00,DBD,51.9
2026-02-02 07:00:00,DBD,52.3
2026-02-03 07:00:00,DBD,52.8
2026-02-04 07:00:00,DBD,53.6
2026-02-05 07:00:00,DBD,53.0
2026-02-06 07:00:00,DBD,51.8
2026-02-09 07:00:00,DBD,52.5
2026-02-10 07:00:00,DBD,52.5
2026-02-11 07:00:00,DBD,52.6
2026-02-12 07:00:00,DBD,52.7
2026-02-13 07:00:00,DBD,53.5
2026-02-23 07:00:00,DBD,53.1
2026-02-24 07:00:00,DBD,52.7
2026-02-25 07:00:00,DBD,53.3
2026-02-26 07:00:00,DBD,53.2
2026-02-27 07:00:00,DBD,53.7
2026-03-02 07:00:00,DBD,50.9
2026-03-03 07:00:00,DBD,53.8
2026-03-04 07:00:00,DBD,52.6
2026-03-05 07:00:00,DBD,53.1
2026-03-06 07:00:00,DBD,52.5
2026-03-09 07:00:00,DBD,50.0
2026-03-10 07:00:00,DBD,50.7
2026-03-11 07:00:00,DBD,50.1
2026-03-12 07:00:00,DBD,50.3
2026-03-13 07:00:00,DBD,50.3
2026-03-16 07:00:00,DBD,50.1
2026-03-17 07:00:00,DBD,51.3
2026-03-18 07:00:00,DBD,50.5
