time,symbol,volume
2021-07-12 07:00:00,KDC,1040100.0
2021-07-13 07:00:00,KDC,2366000.0
2021-07-14 07:00:00,KDC,1791000.0
2021-07-15 07:00:00,KDC,1055000.0
2021-07-16 07:00:00,KDC,1975000.0
2021-07-19 07:00:00,KDC,1855000.0
2021-07-20 07:00:00,KDC,2171500.0
2021-07-21 07:00:00,KDC,2047900.0
2021-07-22 07:00:00,KDC,2400200.0
2021-07-23 07:00:00,KDC,1509500.0
2021-07-26 07:00:00,KDC,1967100.0
2021-07-27 07:00:00,KDC,2659900.0
2021-07-28 07:00:00,KDC,2325400.0
2021-07-29 07:00:00,KDC,2329000.0
2021-07-30 07:00:00,KDC,1757500.0
2021-08-03 07:00:00,KDC,2195600.0
2021-08-04 07:00:00,KDC,1735700.0
2021-08-05 07:00:00,KDC,1671500.0
2021-08-06 07:00:00,KDC,2116800.0
2021-08-09 07:00:00,KDC,2080300.0
2021-08-10 07:00:00,KDC,2528400.0
2021-08-11 07:00:00,KDC,2724600.0
2021-08-12 07:00:00,KDC,1921700.0
2021-08-13 07:00:00,KDC,2664900.0
2021-08-16 07:00:00,KDC,2278400.0
2021-08-17 07:00:00,KDC,2191500.0
2021-08-18 07:00:00,KDC,2588100.0
2021-08-19 07:00:00,KDC,2183300.0
2021-08-20 07:00:00,KDC,1587700.0
2021-08-23 07:00:00,KDC,1632900.0
2021-08-24 07:00:00,KDC,2438700.0
2021-08-25 07:00:00,KDC,2277800.0
2021-08-26 07:00:00,KDC,1864900.0
2021-08-27 07:00:00,KDC,2216100.0
2021-08-30 07:00:00,KDC,2329000.0
2021-08-31 07:00:00,KDC,2562700.0
2021-09-01 07:00:00,KDC,3098700.0
2021-09-06 07:00:00,KDC,2281200.0
2021-09-07 07:00:00,KDC,1509800.0
2021-09-08 07:00:00,KDC,1752400.0
2021-09-09 07:00:00,KDC,1608000.0
2021-09-10 07:00:00,KDC,1930300.0
2021-09-13 07:00:00,KDC,2713900.0
2021-09-14 07:00:00,KDC,1674000.0
2021-09-15 07:00:00,KDC,2324300.0
2021-09-16 07:00:00,KDC,2029500.0
2021-09-17 07:00:00,KDC,4336600.0
2021-09-20 07:00:00,KDC,2746700.0
2021-09-21 07:00:00,KDC,2425500.0
2021-09-22 07:00:00,KDC,2767400.0
2021-09-23 07:00:00,KDC,2882000.0
2021-09-24 07:00:00,KDC,1155000.0
2021-09-27 07:00:00,KDC,1115200.0
2021-09-28 07:00:00,KDC,1050100.0
2021-09-29 07:00:00,KDC,1066000.0
2021-09-30 07:00:00,KDC,1066400.0
2021-10-01 07:00:00,KDC,1098200.0
2021-10-04 07:00:00,KDC,1036400.0
2021-10-05 07:00:00,KDC,1278700.0
2021-10-06 07:00:00,KDC,1179100.0
2021-10-07 07:00:00,KDC,1323800.0
2021-10-08 07:00:00,KDC,1153500.0
2021-10-11 07:00:00,KDC,1143000.0
2021-10-12 07:00:00,KDC,1858400.0
2021-10-13 07:00:00,KDC,-1510900.0
2021-10-14 07:00:00,KDC,2200100.0
2021-10-15 07:00:00,KDC,1056400.0
2021-10-18 07:00:00,KDC,1161000.0
2021-10-19 07:00:00,KDC,1732400.0
2021-10-20 07:00:00,KDC,893600.0
2021-10-21 07:00:00,KDC,1000300.0
2021-10-22 07:00:00,KDC,1091900.0
2021-10-25 07:00:00,KDC,1493300.0
2021-10-26 07:00:00,KDC,1737000.0
2021-10-27 07:00:00,KDC,1887700.0
2021-10-28 07:00:00,KDC,1850100.0
2021-10-29 07:00:00,KDC,1134400.0
2021-11-01 07:00:00,KDC,2405000.0
2021-11-02 07:00:00,KDC,2521900.0
2021-11-03 07:00:00,KDC,2035000.0
2021-11-04 07:00:00,KDC,2048000.0
2021-11-05 07:00:00,KDC,1885700.0
2021-11-08 07:00:00,KDC,1979600.0
2021-11-09 07:00:00,KDC,1923200.0
2021-11-10 07:00:00,???,1705100.0
2021-11-11 07:00:00,KDC,72448000.0
2021-11-12 07:00:00,KDC,1905600.0
2021-11-15 07:00:00,KDC,1967300.0
2021-11-16 07:00:00,KDC,1850500.0
2021-11-17 07:00:00,KDC,1752800.0
2021-11-18 07:00:00,KDC,1195300.0
2021-11-19 07:00:00,KDC,1983800.0
2021-11-22 07:00:00,KDC,2554600.0
2021-11-23 07:00:00,KDC,2500300.0
2021-11-24 07:00:00,KDC,2570200.0
2021-11-25 07:00:00,KDC,3518600.0
2021-11-26 07:00:00,KDC,3239800.0
2021-11-29 07:00:00,KDC,3157300.0
2021-11-30 07:00:00,KDC,3078700.0
2021-12-01 07:00:00,KDC,2930300.0
2021-12-02 07:00:00,KDC,2420400.0
2021-12-03 07:00:00,KDC,1933800.0
2021-12-06 07:00:00,KDC,2252900.0
2021-12-07 07:00:00,KDC,3229900.0
2021-12-08 07:00:00,KDC,3293900.0
2021-12-09 07:00:00,KDC,2583000.0
2021-12-10 07:00:00,KDC,2812400.0
2021-12-13 07:00:00,KDC,2874000.0
2021-12-14 07:00:00,KDC,3251900.0
2021-12-15 07:00:00,KDC,2116200.0
2021-12-16 07:00:00,KDC,2278000.0
2021-12-17 07:00:00,KDC,1665500.0
2021-12-20 07:00:00,KDC,3109200.0
2021-12-21 07:00:00,KDC,2501400.0
2021-12-22 07:00:00,KDC,1845200.0
2021-12-23 07:00:00,KDC,1096300.0
2021-12-24 07:00:00,KDC,1566500.0
2021-12-27 07:00:00,KDC,1610900.0
2021-12-28 07:00:00,KDC,1498200.0
2021-12-29 07:00:00,KDC,2330900.0
2021-12-31 07:00:00,KDC,1665300.0
2022-01-04 07:00:00,KDC,2340200.0
2022-01-05 07:00:00,KDC,2424000.0
2022-01-06 07:00:00,KDC,96876000.0
2022-01-07 07:00:00,KDC,1609000.0
2022-01-10 07:00:00,KDC,2293000.0
2022-01-11 07:00:00,KDC,1540600.0
2022-01-12 07:00:00,KDC,1569100.0
2022-01-13 07:00:00,KDC,2275000.0
2022-01-14 07:00:00,KDC,2047900.0
