model_run_id,prediction_date,rank,target_date,symbol,real_close,predicted_close,actual_return,predicted_return,direction_correct,model_name,created_at
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-07,7,2025-02-19,NDC,121.81,140.46098,0.02456051812599891,0.18143648142288837,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-07,8,2025-03-14,TOP,1.1,1.2877133,0.0,0.17064844478260377,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-07,9,2025-03-14,VKC,1.0,1.2877133,-0.09090909090909094,0.17064844478260377,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-07,10,2025-03-14,PVR,1.2,1.1641743,0.19999999999999996,0.16417431831359863,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-10,1,2025-02-26,NDC,122.78,140.46098,0.02436175538127827,0.1718753819152945,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-10,2,2025-02-17,VEF,117.14,131.68584,0.04161479637204346,0.17095711179078954,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-10,3,2025-02-17,CTR,113.86,135.0568,-0.04117894736842109,0.13732036389802627,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-10,4,2025-02-18,HHG,1.8,1.8174298,0.05882352941176472,0.06907634174122523,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-10,5,2025-02-17,DTI,2.3,2.3418005,0.04545454545454519,0.06445475058122097,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-10,6,2025-02-17,HAV,3.5,3.1769495,0.16666666666666674,0.05898316701253248,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-10,7,2025-02-17,MCG,2.0,1.9946215,0.05263157894736836,0.04980079751265687,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-10,8,2025-02-17,DLG,2.0,2.0799942,0.005025125628140614,0.045223216914651365,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-10,9,2025-02-17,TFC,70.43,72.382744,0.013964871868701545,0.042078085739263305,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-10,10,2025-02-17,EIN,2.5,2.6024923,0.0,0.04099693298339835,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-11,1,2025-02-18,CTR,118.84,135.17711,-0.010573640829239839,0.12544424914368868,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-11,2,2025-02-28,NDC,132.53,140.56046,0.054251849494869164,0.11813264913106059,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-11,3,2025-02-18,VEF,117.14,123.9409,0.052943820224718996,0.11407552997717696,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-11,4,2025-02-18,BTN,3.0,2.9510834,0.0714285714285714,0.05395836489541206,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-11,5,2025-02-18,EIN,2.5,2.5185058,0.04166666666666674,0.04937742153803515,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-11,6,2025-02-18,DLG,2.0,2.0799942,0.005025125628140614,0.045223216914651365,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-11,7,2025-02-18,KSQ,3.3,3.2301042,0.06451612903225801,0.041969099352436645,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-11,8,2025-02-18,PTL,2.67,2.7561915,0.007547169811320753,0.04007226116252394,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-11,9,2025-02-19,HHG,1.9,1.8689144,0.05555555555555558,0.03828575876024032,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-11,10,2025-02-18,PXI,2.1,2.1743574,0.0,0.035408292497907334,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-12,1,2025-02-19,VEF,118.15,131.02658,0.05945121951219523,0.17491553811465987,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-12,2,2025-02-19,CTR,117.18,135.86415,-0.025205889693037054,0.13022336744843654,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-12,3,2025-02-20,HHG,1.8,1.8204765,0.05882352941176472,0.07086854822495403,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-12,4,2025-02-19,PXI,2.4,2.1384854,0.19999999999999996,0.06924271583557129,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-12,5,2025-02-19,DTI,2.5,2.5140083,0.04166666666666674,0.04750345150629687,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-12,6,2025-02-19,VE9,2.2,2.296861,0.0,0.04402769695628761,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-12,7,2025-02-19,EIN,2.5,2.6024923,0.0,0.04099693298339835,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-12,8,2025-02-19,DLG,2.0,2.0658078,0.005025125628140614,0.03809438159118339,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-12,9,2025-02-19,TTF,3.25,3.2491395,0.03503184713375784,0.03475781762675867,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-12,10,2025-02-19,PTL,2.73,2.6597836,0.05813953488372081,0.03092387665149765,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-13,1,2025-02-20,CTR,117.18,134.59106,-0.013968360821272285,0.1325400913255217,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-13,2,2025-02-20,VEF,117.68,126.52747,0.0464165036457409,0.1250886844185224,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-13,3,2025-03-05,NDC,132.53,140.35172,0.060834067077563336,0.12344284869839606,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-13,4,2025-02-21,HHG,1.8,1.8204765,0.05882352941176472,0.07086854822495403,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-13,5,2025-02-20,PXI,2.3,2.124299,0.1499999999999999,0.0621495246887207,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-13,6,2025-02-20,SD4,3.2,2.9631855,0.14285714285714302,0.058280553136553115,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-13,7,2025-03-14,DSG,4.7,4.918027,0.0,0.046388707262404294,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-13,8,2025-02-20,PTL,2.76,2.7561915,0.045454545454545414,0.044011928818442625,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-13,9,2025-02-20,EIN,2.5,2.6024923,0.0,0.04099693298339835,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-13,10,2025-02-20,VE9,2.2,2.2882664,0.0,0.0401211001656272,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-14,1,2025-03-21,PXM,0.6,0.80638754,0.0,0.34397923946380615,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-14,2,2025-03-21,G20,0.6,0.9158153,-0.1428571428571428,0.3083075625555858,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-14,3,2025-03-21,FTM,0.8,1.0124317,0.0,0.26553967595100403,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-14,4,2025-03-21,LMH,1.2,1.196322,0.19999999999999996,0.19632196426391602,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-14,5,2025-03-21,ACM,0.7,0.95626473,-0.1250000000000001,0.1953309178352356,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-14,6,2025-03-21,JOS,1.3,1.4106647,0.08333333333333348,0.1755538980166118,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-14,7,2025-02-21,VEF,117.08,133.03125,0.024680553124452942,0.16428540171538586,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-14,8,2025-03-21,PVR,1.2,1.1641743,0.19999999999999996,0.16417431831359863,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-14,9,2025-03-21,TOP,1.0,1.2778314,-0.09090909090909094,0.1616649410941382,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-14,10,2025-02-21,CTR,117.67,134.59106,0.008311910882604856,0.153308178690017,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-17,1,2025-02-24,CTR,115.33,134.47075,0.012910591955032524,0.18101834622665725,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-17,2,2025-02-24,VEF,117.48,132.92606,0.0029025098173125485,0.13476230073589823,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-17,3,2025-02-24,HHG,1.7,1.7722651,0.0625,0.10766567289829254,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-17,4,2025-02-24,DLG,2.03,2.116309,0.014999999999999902,0.05815446376800537,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-17,5,2025-02-24,DTI,2.5,2.4337409,0.0869565217391306,0.05814819750578515,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-17,6,2025-02-25,DC1,8.2,8.948381,-0.03529411764705892,0.05275075575884647,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-17,7,2025-02-24,PXI,2.2,2.0906112,0.10000000000000009,0.045305609703063965,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-17,8,2025-02-24,EIN,2.6,2.6024923,0.040000000000000036,0.04099693298339835,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-17,9,2025-02-24,PTL,2.72,2.7561915,0.026415094339622858,0.04007226116252394,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-17,10,2025-02-24,LG9,7.0,6.729511,0.07692307692307687,0.03530935140756464,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-18,1,2025-03-07,NDC,132.53,141.9241,0.14092630853994503,0.22179840550278174,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-18,2,2025-02-25,CTR,115.62,134.59106,-0.027095254123190804,0.1325400913255217,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-18,3,2025-02-25,VEF,121.16,130.29169,0.0343179101929314,0.1122732372521662,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-18,4,2025-02-25,EIN,2.5,2.6605058,0.0,0.06420230865478516,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-18,5,2025-02-25,VE9,2.1,2.328203,-0.045454545454545525,0.05827407403425733,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-18,6,2025-02-25,DLG,2.01,2.116309,0.004999999999999893,0.05815446376800537,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-18,7,2025-02-25,MCG,2.3,2.116309,0.1499999999999999,0.05815446376800537,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-18,8,2025-02-25,SD4,2.8,2.9506993,0.0,0.05382118906293609,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-18,9,2025-02-25,HHG,1.7,1.8689144,-0.05555555555555558,0.03828575876024032,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-18,10,2025-02-25,DTI,2.4,2.4853046,0.0,0.03554358084996556,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-19,1,2025-03-10,NDC,132.53,141.8204,0.08800591084475817,0.16427554431273594,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-19,2,2025-02-26,CTR,117.09,134.59106,-0.0007680491551459445,0.14858392603793313,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-19,3,2025-02-26,VEF,122.7,130.29169,0.03851036817604747,0.10276501914277403,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-19,4,2025-02-26,DLG,2.01,2.116309,0.004999999999999893,0.05815446376800537,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-19,5,2025-02-26,ILC,6.7,5.972621,0.17543859649122817,0.04782823930706881,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-19,6,2025-02-26,DTI,2.4,2.6024923,-0.040000000000000036,0.04099693298339835,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-19,7,2025-02-26,EIN,2.4,2.6024923,-0.040000000000000036,0.04099693298339835,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-19,8,2025-02-26,VE9,2.1,2.2882664,-0.045454545454545525,0.0401211001656272,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-19,9,2025-02-27,TTF,3.2,3.3759925,-0.01538461538461533,0.03876693432147693,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-19,10,2025-02-27,BTN,2.9,3.1980796,-0.06451612903225812,0.03163857613840415,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-20,1,2025-02-27,CTR,117.57,134.47075,0.003328213005632241,0.14755716761706084,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-20,2,2025-02-27,VEF,123.57,130.84055,0.05005098572399724,0.1118333247305987,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-20,3,2025-02-27,DLG,2.01,2.1384854,0.004999999999999893,0.06924271583557129,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-20,4,2025-02-27,PXI,2.2,2.4398181,-0.04347826086956508,0.0607904973237412,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-20,5,2025-02-27,EIN,2.4,2.6363335,-0.040000000000000036,0.05453338623046866,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-20,6,2025-02-27,VE9,2.2,2.3196084,0.0,0.054367477243596696,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-20,7,2025-02-27,HHG,1.8,1.8876587,0.0,0.048699286248948814,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-20,8,2025-02-27,DTI,2.4,2.6024923,-0.040000000000000036,0.04099693298339835,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-20,9,2025-02-27,PTL,2.73,2.8572075,-0.010869565217391242,0.03522012199180713,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-20,10,2025-02-27,JVC,4.56,4.5186834,0.04347826086956519,0.03402366900062126,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-21,1,2025-03-28,G20,0.5,0.85360676,-0.16666666666666663,0.4226779341697693,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-21,2,2025-03-28,PXM,0.6,0.80638754,0.0,0.34397923946380615,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-21,3,2025-03-28,PVH,0.8,0.9326168,0.14285714285714302,0.33230967181069526,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-21,4,2025-03-28,STT,1.0,1.3149768,-0.09090909090909094,0.19543346491726954,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-21,5,2025-03-28,FTM,0.8,1.0548743,-0.11111111111111105,0.1720825566185844,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-21,6,2025-02-28,CTR,117.57,134.47075,-0.0008498342823149985,0.14277852384947054,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-21,7,2025-03-28,VNH,1.3,1.3679011,0.08333333333333348,0.13991757233937596,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-21,8,2025-03-28,TOP,1.0,1.3513517,-0.16666666666666663,0.12612644831339526,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-21,9,2025-02-28,VEF,122.16,130.84055,0.043389135633754794,0.1175311381473938,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-21,10,2025-03-28,L61,1.3,1.6610371,-0.1333333333333333,0.10735805829366041,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-24,1,2025-03-03,CTR,117.57,134.2291,0.019422526662620232,0.16386972564800462,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-24,2,2025-03-03,VEF,122.83,130.84055,0.045539666326183115,0.11372612916493763,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-24,3,2025-03-03,HHG,1.7,1.8325409,0.0,0.07796521747813512,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-24,4,2025-03-03,DLG,2.02,2.1384854,-0.004926108374384119,0.05344109934539043,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-24,5,2025-03-03,MCG,2.1,2.401624,-0.08695652173913038,0.044184332308562,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-24,6,2025-03-03,ALV,4.29,3.9846067,0.12303664921465973,0.04309077038190767,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-24,7,2025-03-03,EIN,2.5,2.708569,-0.03846153846153855,0.041757326859694244,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-24,8,2025-03-03,DTI,2.4,2.6024923,-0.040000000000000036,0.04099693298339835,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-24,9,2025-03-03,PXI,2.3,2.2882664,0.04545454545454519,0.0401211001656272,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-24,10,2025-03-03,VE9,2.1,2.2853408,-0.045454545454545525,0.03879126635464747,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-25,1,2025-03-04,CTR,117.18,134.47075,0.013492475350285416,0.1630405544141773,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-25,2,2025-03-04,VEF,121.63,133.42078,0.0038791680422580743,0.1011949188443999,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-25,3,2025-03-04,HHG,1.7,1.8204765,0.0,0.07086854822495403,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-25,4,2025-03-04,DLG,2.0,2.1384854,-0.004975124378109319,0.0639231003339018,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-25,5,2025-03-04,VE9,2.1,2.2313614,0.0,0.06255304245721716,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-25,6,2025-03-04,SD4,2.8,2.9531271,0.0,0.05468826634543289,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-25,7,2025-03-04,EIN,2.5,2.6363335,0.0,0.05453338623046866,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-25,8,2025-03-04,DTI,2.3,2.5185058,-0.04166666666666674,0.04937742153803515,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-25,9,2025-03-06,IHK,11.8,12.994963,-0.048387096774193505,0.04798086227909204,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-25,10,2025-03-04,BTN,3.0,3.022362,0.034482758620689724,0.04219379096195608,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-26,1,2025-03-11,NDC,132.53,141.8204,0.07941032741488852,0.15507740717327234,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-26,2,2025-03-05,CTR,116.21,134.87108,-0.0075155863011359125,0.1518582158272348,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-26,3,2025-03-05,VEF,122.83,135.55304,0.00105949470252642,0.10475174858012437,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-26,4,2025-03-05,HHG,1.7,1.8204765,0.0,0.07086854822495403,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-26,5,2025-03-05,DLG,1.98,2.1384854,-0.01492537313432829,0.0639231003339018,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-26,6,2025-03-05,VE9,2.0,2.2263248,-0.04761904761904767,0.06015466508411227,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-26,7,2025-03-06,SD4,2.9,2.9506993,0.03571428571428581,0.05382118906293609,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-26,8,2025-03-05,PXI,2.1,2.3166828,-0.045454545454545525,0.05303764343261719,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-26,9,2025-03-05,EIN,2.4,2.5185058,0.0,0.04937742153803515,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-26,10,2025-03-05,BVL,8.07,7.098816,0.17982456140350878,0.03783858449835531,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-27,1,2025-03-06,CTR,116.99,136.21658,-0.0049332312664794875,0.15859984053715337,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-27,2,2025-03-06,VEF,122.03,134.43549,-0.012462571821639457,0.08792980367276648,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-27,3,2025-03-06,DLG,2.0,2.1384854,-0.004975124378109319,0.0639231003339018,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-27,4,2025-03-06,PXI,2.1,2.3196084,-0.045454545454545525,0.054367477243596696,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-27,5,2025-03-06,EIN,2.4,2.5185058,0.0,0.04937742153803515,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-27,6,2025-03-07,SD4,2.9,2.8329096,0.07407407407407396,0.04922577186867039,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-27,7,2025-03-06,HHG,1.6,1.8876587,-0.11111111111111105,0.048699286248948814,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-27,8,2025-03-06,VE9,2.1,2.2853408,-0.045454545454545525,0.03879126635464747,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-27,9,2025-03-06,SMT,4.62,4.5362525,0.0547945205479452,0.03567408644445402,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-27,10,2025-03-06,DTI,2.3,2.4853046,-0.04166666666666674,0.03554358084996556,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-28,1,2025-04-04,FTM,0.7,0.9997519,-0.1250000000000001,0.24968990683555603,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-28,2,2025-04-04,PXM,0.6,0.8747236,-0.1428571428571428,0.24960516180310943,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-28,3,2025-04-04,ACM,0.7,0.95626473,-0.1250000000000001,0.1953309178352356,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-28,4,2025-04-04,JOS,1.2,1.5422685,-0.07692307692307698,0.18636039587167597,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-28,5,2025-04-04,TOP,0.9,1.2877133,-0.18181818181818188,0.17064844478260377,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-28,6,2025-04-04,PVH,0.9,0.9326168,0.125,0.16577096283435822,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2025-02-28,7,2025-03-07,CTR,117.48,136.3142,-0.0007655014034191332,0.15943007336553494,0,model1,2026-06-15 06:49:36
