model_run_id,prediction_date,rank,target_date,symbol,real_close,predicted_close,actual_return,predicted_return,direction_correct,model_name,created_at
7b9c460a-580e-404a-b04b-56b29c2dcb76,2024-11-01,1,2024-12-06,G20,0.5,0.80638754,0.0,0.6127750873565674,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2024-11-01,2,2024-12-06,PXM,0.6,0.80638754,0.19999999999999996,0.6127750873565674,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2024-11-01,3,2024-12-06,FTM,0.7,0.9623713,0.0,0.37481612818581733,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2024-11-01,4,2024-12-06,ACM,0.6,0.80638754,0.0,0.34397923946380615,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2024-11-01,5,2024-12-06,MPT,0.7,0.80638754,0.16666666666666674,0.34397923946380615,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2024-11-01,6,2024-12-06,PVH,0.6,0.9387233,-0.1428571428571428,0.34103332247052887,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2024-11-01,7,2024-12-06,PVR,0.9,1.0829942,0.0,0.20332691404554581,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2024-11-01,8,2024-12-06,JOS,0.8,1.0548743,-0.11111111111111105,0.1720825566185844,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2024-11-01,9,2024-12-06,HTT,1.3,1.5041205,0.0,0.15701574545640207,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2024-11-01,10,2024-12-06,SSN,1.2,1.3727716,0.0,0.1439763506253562,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2024-11-04,1,2024-11-11,CTR,126.36,134.7488,0.04352134775786598,0.11279869977425094,1,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2024-11-04,2,2024-11-11,HHG,1.4,1.6307179,-0.06666666666666676,0.08714524904886889,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2024-11-04,3,2024-11-11,PXI,2.0,2.1384854,0.0,0.06924271583557129,0,model1,2026-06-15 06:49:36
7b9c460a-580e-404a-b04b-56b29c2dcb76,2024-11-04,4,2024-11-11,PV2,2.5,2.6635404,0.0,0.06541614532470708,0,model1,2026-06-15 06:49:36
