trading_date,selected_symbols,selected_count,daily_return,benchmark_return,avg_predicted_return,daily_cost_rate,daily_return_net,cumulative_return,cumulative_return_net,benchmark_cumulative_return
2024-12-03,"CTR,ACV,EVG,TVN,PSB,IDI,NVL,SAM,S99,VPH",10,0.032387481340112365,0.02281489636564359,0.026779576721423948,0.004,0.028387481340112364,-0.01720879515099616,-0.1251414238255023,0.09055113432960504
2024-12-04,"CTR,EVG,ACV,PSB,SAM,IDI,NVL,VHM,POW,CRE",10,0.020764496047492143,0.03162116939187659,0.02784672267108983,0.004,0.016764496047492142,0.0031983689376011704,-0.1104748606831103,0.1250356364787446
2024-12-05,"CTR,PSB,ACV,PHC,EVG,SAM,CRE,S99,EVS,APG",10,0.01448319415364785,0.008234541617122944,0.02538967224332005,0.004,0.01048319415364785,0.017727885689547307,-0.1011497959431007,0.13429978924807529
2024-12-06,"CTR,ACV,VIG,EVG,SAM,IDI,TVN,NVL,APG,MSB",10,-0.008334878882780571,0.001197421095949595,0.02550655163741671,0.004,-0.012334878882780571,0.009245247026696601,-0.11223700434390516,0.13565802374485214
2024-12-09,"CTR,ACV,PSB,IDI,TVN,CTP,CRE,HPX,ASM,EVG",10,-0.016225283323024742,-0.007741285762467566,0.023989841911861976,0.004,-0.020225283323024743,-0.007130043048727663,-0.1301922624547469,0.12686657045460414
2024-12-10,"CTR,ACV,PHC,PSB,IDI,NVL,EVG,SAM,APG,HPX",10,-0.01659822727933822,-0.006205515920576633,0.027977224647546574,0.004,-0.02059822727933822,-0.023609924253031656,-0.14810875992203099,0.11987378201128251
2024-12-11,"CTR,PSB,SAM,IDI,APG,EVG,POW,NVL,ASM,AVG",10,0.01539828367101843,0.002468655876817165,0.024772698285890394,0.004,0.01139828367101843,-0.008575192893112593,-0.13839866191076655,0.12263836500453817
2024-12-12,"CTR,EVG,TS3,PSB,CRE,SAM,POW,NVL,IDI,TCI",10,0.023244396802165723,-0.007781453936331536,0.02919589405906642,0.004,0.019244396802165723,0.014469878722790597,-0.12181766387530035,0.11390260628009674
2024-12-13,"CTR,PSB,EVG,IDI,SAM,TVN,VIG,DBD,IMP,ASM",10,0.030956219913727167,0.009199143882781988,0.03260418377250403,0.004,0.026956219913727167,0.045874031384385505,-0.09814518769837222,0.12414955662667326
2024-12-16,"CTR,EVG,IDI,SAM,TVN,ASM,IJC,CRE,DGW,HT1",10,0.0305313921161116,0.01801398346235475,0.028675729292857534,0.004,0.0265313921161116,0.07780602154064065,-0.07421772404139548,0.1443999681489596
2024-12-17,"CTR,SAM,TVN,EVG,CSV,CRE,MSB,IDI,DPR,IJC",10,0.04005145425618728,0.017121894244157346,0.02741041065733525,0.004,0.036051454256187276,0.12097372010941898,-0.04084192666848485,0.16399426337662315
2024-12-18,"CTR,L14,VNP,PSB,EVG,IDI,ASM,MSB,NVL,APG",10,-0.013420008586432653,0.012453196656000016,0.025830227184111078,0.004,-0.017420008586432653,0.10593024316038524,-0.05755046854166601,0.1784897128449081
2024-12-19,"CTR,EVG,IDI,VHM,ASM,NVL,DRI,BMS,DGW,TVN",10,0.025457298940720907,0.022171354942216583,0.026470615783772078,0.004,0.021457298940720907,0.13408423996810326,-0.03732804720862215,0.20461842656414353
2024-12-20,"CTR,EVG,APG,VPH,BMS,TVN,TCI,NVL,NAB,SPD",10,-1.5560167334338626e-05,0.012788114445183957,0.027505739138191633,0.004,-0.004015560167334339,0.134066593427558,-0.04119371435646113,0.22002322486582337
2024-12-23,"CTR,DBD,EVG,APG,DST,IDI,ASM,IMP,DHM,DPR",10,-0.017952380902348818,-0.0038162766165821945,0.028687214347907643,0.004,-0.021952380902348818,0.11370739797371732,-0.062241795150474344,0.21536727876108075
2024-12-24,"CTR,APG,EVG,PSB,IDI,POW,VHM,ASM,NVL,VCA",10,-0.010267567270039201,-0.0052368685051501895,0.027608255944352032,0.004,-0.014267567270039201,0.10227233234588184,-0.0756213234211961,0.2090025601367469
2024-12-25,"CTR,APG,DST,SAM,VPH,PHC,EVG,S99,ACV,VHM",10,0.0007780646346020159,-0.00788121737180622,0.02735455753600604,0.004,-0.003221935365397984,0.10312997146538061,-0.07859961177028507,0.19947414815723885
2024-12-26,"CTR,APG,AVG,HBS,SBB,SAM,VPH,OIL,DGW,SHS",10,-0.03558519092694022,-0.023924842167180754,0.03164022175250343,0.004,-0.039585190926940225,0.06387488081355497,-0.11507342205851523,0.17077691847896337
2024-12-27,"CTR,SBB,NVL,APG,IDI,EVG,ELC,POW,DGW,VHM",10,-0.03402956335273414,-0.03562366095925153,0.02708888704324519,0.004,-0.038029563352734136,0.02767168315752766,-0.14872679341685913,0.12906955847615142
2024-12-30,"CTR,DST,APG,HBS,SBB,EVG,IDI,VHM,VIG,S99",10,-0.028217728355908023,-0.031677253096892656,0.03240679909649822,0.004,-0.032217728355908026,-0.0013268772368701942,-0.17615288234321747,0.09330373630830557
2024-12-31,"CTR,APG,DGC,HBS,VHC,EVG,PSB,IDI,TVN,ASM",10,-0.021102853843546977,-0.02557716701424,0.031449775851857174,0.004,-0.025102853843546977,-0.022401730184019142,-0.1968337961271831,0.06534012404745537
